,price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,fan,light,wardrobe,ac,bed,chimney,curtains,dining table,exhaust fan,geyser,modular kitchen,microwave,fridge,sofa,stove,tv,washing machine,water purifier,society,sector,city,landmarks
327,5.6,3,3,3,0,low,268.68,super built up,under construction,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip monsella,53,gurgaon,"['sector 53-54 metro station', 'sector 53-54 metro station', ' central plaza mall', ' central plaza mall', ' the big tree cafe', ' iilm university', ' the banyan tree world school', ' sanar international hospital', ' sanar international hospital', ' dlf golf and country club', ' dlf golf and country club', ' mavens inn', ' doubletree by hilton hotel', ' doubletree by hilton hotel']"
328,1.25,4,4,3,1,high,199.09,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,sare crescent parc royal greens phase 1,92,gurgaon,"[' standard chartered atm', ' icici bank atm', ' icici bank atm', ' vatsalya clinic', ' divine look clinic centre', ' divine look clinic centre', ' skin clinic', ' bones clinic - orthopaedics', ' meher clinic', ' vishesh dental', ' vishesh dental', ' wellness eye centre', ' wellness eye centre', ' best urologist atcomplete family clinic', ' park hospital gurgaon', ' park hospital gurgaon', ' sanjeevani hospital gurgaon', ' sai heart and trauma center', ' sai heart and trauma center', ' ekta hospital', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sai dharamraj hospital', ' wembley estate club', ' gardian pharmacy', ' apollo pharmacy', ' spaze business park', ' spaze business park', ' kore tech park', ' hdfc bank', ' hdfc bank', ' indusind bank', ' hdfc bank', ' icici bank', ' central bank of india', ' union bank of india', ' state bank of india', ' srs cinemas', ' starbucks', ' ""domino', ' kamla international', ' gurugram university']"
329,1.27,2,2,3,1,high,121.15,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,aipl club residences,70,gurgaon,"['airia mall', ' golf corse ext. rd', ' national highway-48', ' national highway-48', ' indus world school', ' gurugram university', ' ananta hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' hyatt regency gurgaon', ' skyjumper trampoline park']"
330,1.36,3,2,3,1,low,163.32,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,experion the heartsong,108,gurgaon,"['galleria 108 mall', ' dwarka expressway', ' the shikshiyan school', ' manipal hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' skyjumper trampoline park']"
331,1.0,3,3,3,0,mid,116.13,built up,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global city,37,gurgaon,"['sapphire 83 mall sector 83', ' dwarka expressway', ' nh-8 delhi jaipur highway', ' dpgitm engineering college sector 34', ' genesis hospital sector 84', ' indira gandhi international airport', ' indira gandhi international airport', ' holiday inn hotel sector 90', ' holiday inn hotel sector 90', ' skyjumper trampoline park gurgaon', ' national tennis academy sector 98', ' national tennis academy sector 98']"
332,4.25,4,5,3,1,high,422.99,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view city,48,gurgaon,"['rapid metro sector 56', ' sapphire mall', ' omaxe celebration mall', ' footprints: play school & day care', ' the paras world school', ' vibgyor high school', ' pnb atm', ' polaris hospital', ' park hospital', ' park hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' bank of baroda', ' bank of baroda', ' badshahpur police station', ' bharat petrol pump', ' bharat petrol pump']"
333,1.8,3,3,3,0,high,176.52,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,emaar palm gardens,83,gurgaon,"['lante mall""']"
334,1.25,3,4,2,1,high,161.93,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,chd avenue 71,71,gurgaon,"['huda city centre', 'huda city centre', ' rajiv chowk', ' iffco chowk', ' medanta hospital', ' max hospital', ' igi airport', ' hdfc bank', ' candor park', ' park plaza', ' park plaza', ' sadar police station']"
335,0.27,2,2,1,1,mid,42.53,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,mvn athens,33,sohna,"['sbi atm', ' axis bank atm', ' axis bank atm', ' uco bank atm', ' uco bank atm', ' corporation bank atm', ' corporation bank atm', ' canara bank atm', ' canara bank atm', ' the roadside cafe']"
336,5.5,3,3,1,1,high,281.03,super built up,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,mahindra luminare,59,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' metro world mall', ' metro world mall', ' unicosmos school', ' sushant university', ' w pratiksha hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' axis bank', ' bestech business tower', ' grand hyatt gurgaon', ' duke horse riding club', ' pvr drive in cinema', ' pvr drive in cinema', ' skyjumper trampoline park']"
337,0.85,3,3,3,0,low,184.88,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,raheja navodaya,92,gurgaon,"[' dwarka expressway', ' imt manesar', ' rps international school', ' rps international school', ' shiv mandir', ' arc multi speciality hospital', ' hdfc bank', ' yes bank']"
338,1.07,2,2,2,0,high,128.67,super built up,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,godrej nature plus,33,sohna,"['signature global infinity mall sohna', ' badshahpur sohna rd hwy', ' k. r. mangalam university', ' vidya niketan sr sec school', ' sanjivani hospital', ' indira gandhi intl airport', ' garhi harsaru junction']"
339,0.95,1,1,1,0,high,76.74,built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m urbana,67,gurgaon,"[' kamal hospital and maternity centre', ' kamal hospital and maternity centre', ' gobind hospital', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sona devi memorial hospital and trauma centre', ' sanjeevani hospital gurgaon', ' sai dharamraj hospital', ' sai heart and trauma center', ' sai heart and trauma center', ' ekta hospital', ' vatsalya clinic', ' wembley estate club', ' spaze business park', ' spaze business park', ' kore tech park', ' icici bank', ' state bank of india', ' union bank of india', ' hdfc bank', ' central bank of india', ' indusind bank', ' hdfc bank', ' starbucks']"
340,0.87,2,3,3,1,low,119.19,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,experion the heartsong,108,gurgaon,"['galleria 108 mall', ' dwarka expressway', ' the shikshiyan school', ' manipal hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' skyjumper trampoline park']"
341,4.1,4,5,3,1,high,217.76,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,sobha city,108,gurgaon,"[' dwarka expressway', ' the shikshiyan school', ' the northcap university', ' rions hospital', ' igi airport', ' wtc plaza', ' luxus haritma resort', ' fun n food waterpark', ' fun n food waterpark', ' bsf golf course', ' nehru stadium']"
342,1.47,2,2,2,1,mid,106.84,carpet,mid aged,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,smart world orchard,61,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' bestech central square mall', ' golf course ext road', ' badshahpur sohna rd hwy', ' orchids the international school', ' orchids the international school', ' sushant university', ' marengo asia hospitals', ' indira gandhi intl airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
343,3.45,3,4,3,1,mid,204.39,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,emaar mgf the palm drive,66,gurgaon,"['sector 55-56 rapid metro station', 'sector 55-56 rapid metro station', ' ashoka international school', ' ashoka international school', ' gurugram university', ' park hospital', ' park hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' vatika business centre', ' de adventure park', ' dlf golf and country club', ' dlf golf and country club', ' tau devilal sports complex', ' tau devilal sports complex']"
344,1.18,2,2,3,1,mid,145.39,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view residency,2,gurgaon,"['dwarka sector 21 metro station', 'dwarka sector 21 metro station', ' huda market', ' ambience mall', ' gav public school', ' the northcap university', ' chirag hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
345,1.55,3,4,3,1,mid,178.37,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view residency,2,gurgaon,"['dwarka sector 21 metro station', 'dwarka sector 21 metro station', ' huda market', ' ambience mall', ' gav public school', ' the northcap university', ' chirag hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
346,3.39,3,4,3,1,high,219.07,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m merlin,67,gurgaon,"['airia mall', ' golf course extension road', ' alpine convent school', ' dpg institute of technology', ' mkd hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' lemon tree hotel', ' skyjumper trampoline park', ' dlf golf and country club', ' dlf golf and country club', ' pvr drive in theatre']"
347,1.54,3,3,3,1,high,179.21,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf the skycourt,86,gurgaon,"['sapphire 83 mall', ' imt manesar', ' rao bharat singh international school', ' rao bharat singh international school', ' dpg institute of technology', ' aarvy healthcare', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' holiday inn hotel sector 90', ' holiday inn hotel sector 90', ' national tennis academy sector 98', ' national tennis academy sector 98']"
348,1.42,3,3,3,1,mid,153.29,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,emaar gurgaon greens,102,gurgaon,"['jms marine square mall', ' dwarka expressway', ' prime scholars int. school', ' dpg institute of technology', ' vibrant hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' skyjumper trampoline park', ' ramgarh farms & resort', ' ramgarh farms & resort']"
349,1.3,3,3,2,0,low,139.35,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,afnhb jalvayu vihar,30,gurgaon,"['huda city centre metro station', 'huda city centre metro station', 'huda city centre metro station', 'huda city centre metro station', ' axis bank atm', ' axis bank atm', ' punjab national bank atm', ' punjab national bank atm', ' punjab national bank atm', ' hdfc atm', ' axis bank atm', ' axis bank atm', ' citi bank atm', ' citi bank atm', ' icici atm', ' icici bank atm', ' icici bank atm', ' centre for sight gurgaon sector 29', ' shivam hospital gurgaon', ' sangwan hospital gurgaon', ' nagpal nursing home gurgaon', ' gardian pharmacy', ' city medical', ' gardian pharmacy', ' ibp petrol pump', ' ibp petrol pump', ' standard chartered bank', ' cafe coffee day', ' cafe coffee day', ' pizza hut', ' spaghetti kitchen & bar', ' spaghetti kitchen & bar', ' s pizza""', ' ""mcdonald', ' beer & whisky bar', ' beer & whisky bar', ' mob ministory of beer', ' park baluchi', ' gravity space bar', ' gravity space bar', ' distillery', ' bar and restaurant', ' management development institute', ' salvan public school']"
350,2.25,3,3,2,1,high,165.09,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf regency park 2,28,gurgaon,"['dlf phase 1 metro station', 'dlf phase 1 metro station', ' sector 42-43 metro station', ' sector 42-43 metro station', ' huda city centre metro station', ' huda city centre metro station', ' huda city centre metro station', ' huda city centre metro station', ' new life church', ' hanuman mandir', ' hanuman mandir', ' rbs atm', ' kotak mahindra bank atm', ' kotak mahindra bank atm', ' standard chartered atm', ' axis bank atm', ' axis bank atm', ' marwah clinic', ' max hospital', ' sidhesh hospital gurgaon', ' dr. kutbuddin akbary', ' divine look clinic centre 1', ' divine look clinic centre 1', ' lord krishna hospital', ' the dental lounge', ' the dental lounge', ' the dental lounge', ' umkal hospital', ' guardian pharmacy', ' axis bank', ' icici bank', ' hdfc bank', ' indusind bank', ' hdfc bank', ' lord krishna bank', ' abn amro bank', ' pvr cinames', ' nowhere brewpub and cafe', ' dighent cafe', ' blue tokai coffee roasters', ' starbucks', ' belgian waffle', ' belgian waffle', ' barbecue grill', ' pizza hut']"
351,3.5,3,4,3,1,high,250.65,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,ireo victory valley,67,gurgaon,"['aipl joy street mall', ' golf course extension road', ' alpine convent school', ' dpg institute of technology', ' ck birla hospital', ' ck birla hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' radisson hotel sohna road', ' skyjumper trampoline park', ' huda mini golf course', ' huda mini golf course', ' pvr drive in theatre']"
352,4.8,4,6,3,1,high,232.26,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,ambience creacions,22,gurgaon,"[' ambience mall', ' gurgaon - delhi expy', ' rotary public school', ' the northcap university', ' manipal hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' candor techspace', ' hyatt place gurgaon udyog vihar', ' fun n food waterpark', ' fun n food waterpark', ' hamoni golf camp', ' tau devilal sports complex', ' tau devilal sports complex']"
353,0.78,2,2,2,0,low,111.2,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,signature global city 92,92,gurgaon,"['iris broadway mall', ' dwarka expressway', ' royal institute of science & management', ' rps international school', ' rps international school', ' imt manesar', ' aarvy healthcare hospital', ' aarvy healthcare hospital', ' indira gandhi intl airport', ' garhi harsaru junction', ' holiday inn sector 90']"
354,0.88,3,3,2,0,low,167.23,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,the khushboo cooperative housing society ltd,9,gurgaon,"['sector 42-43 metro station', 'sector 42-43 metro station', ' huda city centre metro station', ' huda city centre metro station', ' huda city centre metro station', ' huda city centre metro station', ' hanuman mandir', ' new life church', ' hdfc atm', ' rbs atm', ' hdfc bank atm', ' hdfc bank atm', ' standard chartered atm', ' kotak mahindra bank atm', ' kotak mahindra bank atm', ' standard chartered atm', ' paras hospital gurgaon', ' arihant hospital', ' dr. naval mendiratta', ' fortis memorial research institute fortis vivekanand hospital', ' fortis memorial research institute fortis vivekanand hospital', ' dr. kutbuddin akbary', ' max hospital', ' guardian pharmacy', ' bharat petroleum', ' bharat petroleum', ' bharat petroleum', ' icici bank', ' hdfc bank', ' axis bank', ' sagar ratna', ' cafe tonini']"
355,2.6,3,3,3,1,low,241.36,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,adani m2k oyster grande,102,gurgaon,"['wtc plaza', ' star mall', ' dwarka expy', ' prime scholars international school', ' prime scholars international school', ' euro international school', ' euro international school', ' delhi public school', ' sgt university', ' shri balaji’s multispeciality hospital', ' indira gandhi intl airport', ' dlf world tech park', ' park inn', ' park inn']"
356,3.4,4,4,3,1,low,229.47,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf belvedere towers,25,gurgaon,"['vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', 'vodafone belvedere towers metro station', ' dlf phase 3 metro station', ' dlf phase 3 metro station', ' dlf phase 2 metro station', ' dlf phase 2 metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' micromax moulsari avenue metro station', ' micromax moulsari avenue metro station', ' sikandarpur metro station', ' sikandarpur metro station', ' sikanderpur metro station', ' sikanderpur metro station', ' shri shiv shakthi mandir', ' central bank atm teste 001112', ' central bank atm teste 001112', ' central bank atm', ' central bank atm', ' kotak mahindra atm', ' citibank atm', ' citibank atm', ' abn amro bank atm', ' abn amro bank atm', ' rbs dental clinic', ' rbs dental clinic', ' rbs dental clinic', ' kailash nursing home gurgaon', ' relief physiotherapy clinic', ' darpan skin & mind clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' asha multispeciality clinic', ' durga poly clinic', ' krishna family clinic', ' upkar clinic', ' surgi center clinic', ' surgi center clinic', ' r.n clinic', ' shri ram memorial hospital', ' dental harbour', ' dental harbour', ' uma sanjeevani health centre and hospital', ' uma sanjeevani health centre and hospital', ' shri balaji medical store', ' shri balaji medical store', ' emaar business park', ' standard chartered bank', ' icici bank', ' deutsche bank', ' mukesh dhaba']"
357,2.9,3,4,2,0,high,186.08,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,sobha city,108,gurgaon,"[' dwarka expressway', ' the shikshiyan school', ' the northcap university', ' rions hospital', ' igi airport', ' wtc plaza', ' luxus haritma resort', ' fun n food waterpark', ' fun n food waterpark', ' bsf golf course', ' nehru stadium']"
358,1.5,3,3,3,1,high,179.21,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf the skycourt,86,gurgaon,"['sapphire 83 mall', ' imt manesar', ' rao bharat singh international school', ' rao bharat singh international school', ' dpg institute of technology', ' aarvy healthcare', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' holiday inn hotel sector 90', ' holiday inn hotel sector 90', ' national tennis academy sector 98', ' national tennis academy sector 98']"
359,1.28,3,3,3,0,low,124.49,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,suncity vatsal valley,2,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' central plaza mall', ' central plaza mall', ' badshahpur sohna rd hwy', ' s lalita devi institute""']"
360,2.51,3,3,3,1,low,157.47,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,m3m capital,113,gurgaon,"['phase 2 metro station', 'phase 2 metro station', ' global foyer mall', ' dwarka expy', ' shivani public school', ' baghera university', ' kutumbh hospital', ' igi airport', ' bijwasan railway station', ' bijwasan railway station', ' bijwasan railway station']"
361,6.5,4,5,3,1,low,325.16,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf city plots phase 3,24,gurgaon,"['dlf phase 3 metro station', 'dlf phase 3 metro station', ' micromax moulsari avenue metro station', ' micromax moulsari avenue metro station', ' dlf phase 2 metro station', ' dlf phase 2 metro station', ' guru dronacharya metro station', ' guru dronacharya metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' vodafone belvedere towers metro station', ' vodafone belvedere towers metro station', ' vodafone belvedere towers metro station', ' shri shiv shakthi mandir', ' icici bank atm', ' icici bank atm', ' central bank atm', ' central bank atm', ' central bank atm teste 001112', ' central bank atm teste 001112', ' abn amro bank atm', ' abn amro bank atm', ' citibank atm', ' citibank atm', ' kotak mahindra atm', ' citibank atm', ' citibank atm', ' dental cure and care centre', ' dental cure and care centre', ' dental cure and care centre', ' s dental clinic""', ' s dental clinic""', ' s dental clinic""', ' relief physiotherapy clinic', ' darpan skin & mind clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' cosmodentz dental clinic', ' rbs dental clinic', ' rbs dental clinic', ' rbs dental clinic', ' kailash nursing home gurgaon', ' krishna family clinic', ' durga poly clinic', ' anahat hospital', ' pharmacy', ' shri balaji medical store', ' shri balaji medical store', ' state bank of india', ' icici bank', ' deutsche bank', ' standard chartered bank', ' pvr cinames', ' barrique']"
362,3.63,3,3,1,1,high,232.26,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,unitech heritage city,25,gurgaon,"['mg road metro station', 'mg road metro station', ' iffco chowk metro station', ' iffco chowk metro station', ' iffco chowk metro station', ' sikandarpur metro station', ' sikandarpur metro station', ' sikanderpur metro station', ' sikanderpur metro station', ' arya samaj mandir', ' hanuman mandir', ' punjab national bank atm', ' punjab national bank atm', ' punjab national bank atm', ' axis bank atm', ' axis bank atm', ' icici bank atm', ' icici bank atm', ' privat hospital', ' lord krishna hospital', ' sidhesh hospital gurgaon', ' uma sanjeevani health centre and hospital', ' uma sanjeevani health centre and hospital', ' surgi center clinic', ' surgi center clinic', ' umkal hospital', ' thukral hospital', ' divine look clinic centre 1', ' divine look clinic centre 1', ' emaar business park', ' pvr metropolitan', ' pvr metropolitan', ' pvr cinames', ' dt cinemas', ' dt cinemas', ' pvr cinames', ' abn amro bank', ' indusind bank', ' lord krishna bank', ' hdfc bank', ' kotak mahindra bank', ' hsbc bank', ' axis bank', ' barbecue grill', ' pizza hut', ' dighent cafe', ' nowhere brewpub and cafe', ' belgian waffle', ' belgian waffle']"
363,1.85,3,3,3,1,mid,199.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech altura,79,gurgaon,"['sapphire 83 mall', ' golf course extension road', ' mount olympus junior school', ' amity university gurugram', ' miracles apollo hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' golden greens golf & resorts', ' golden greens golf & resorts']"
364,2.45,4,6,3,1,mid,267.1,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,indiabulls centrum park,103,gurgaon,"['gurgaon dreamz mall', ' huda market', ' dwarka expressway', ' delhi gurgaon expressway', ' s n international school', ' s n international school', ' the northcap university', ' metro hospital', ' metro hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station', ' emaar business park', ' country inn and suites by radisson', ' sector 29 gurgaon pubs and bars', ' huda mini golf course', ' huda mini golf course', ' infinitys badminton academy']"
365,1.38,3,4,2,1,mid,196.95,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,orris aster court premier,85,gurgaon,"['propose metro station', 'propose metro station', ' ss omnia mall', ' national highway 8', ' national highway 8', ' rajiv chowk', ' the heritage pride modern school', ' bharat ram global school', ' rps international school', ' rps international school', ' delhi public school', ' matrikiran high school', ' lions public school', ' genesis hospital', ' igi airport']"
366,5.9,4,4,3,1,high,497.03,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,paras quartier,2,gurgaon,"['sector 55-56 metro station', 'sector 55-56 metro station', ' ambience mall', ' golf course road', ' gurgaon faridabad highway', ' pathways school', ' ck birla hospital', ' ck birla hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' v resorts farm stay delhi', ' v resorts farm stay delhi', ' skyjumper trampoline park', ' teri golf course', ' national institute of solar energy', ' national institute of solar energy']"
367,3.0,4,6,3,1,high,454.3,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,mapsko casa bella,82,gurgaon,"['vatika city centre mall', 'vatika city centre mall', ' broadways international school', ' broadways international school', ' dpg institute of technology', ' aarvy healthcare', ' indira gandhi international airport', ' indira gandhi international airport', ' sultanpur national park', ' sultanpur national park', ' imt manesar', ' holiday inn gurugram', ' skyjumper trampoline park', ' huda mini golf course', ' huda mini golf course']"
368,2.01,4,4,3,0,high,163.51,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,samadhan shri kamal cghs,1,gurgaon,"['huda sector 23 market', ' ram mandir', ' metro hospital and heart institute gurgaon', ' metro hospital and heart institute gurgaon', ' metro hospital and heart institute gurgaon', ' s dental care and implant centre""', ' s dental care and implant centre""', ' s dental care and implant centre""', ' ""domino', ' moti mahal', ' pind baluchi']"
369,2.1,4,4,3,0,high,163.42,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,navjyoti apartment,38,gurgaon,"['rajiv chowk mosque', ' icici bank atm', ' icici bank atm', ' state bank of india atm', ' state bank of india atm', ' axis bank atm', ' axis bank atm', ' hdfc bank atm', ' hdfc bank atm', ' s the upper limb clinic""']"
370,4.25,3,4,3,1,low,297.29,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,ambience lagoon,24,gurgaon,"['micromax moulsari avenue metro station', 'micromax moulsari avenue metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' indusind bank cyber city metro station', ' dlf phase 3 metro station', ' dlf phase 3 metro station', ' vodafone belvedere towers metro station', ' vodafone belvedere towers metro station', ' vodafone belvedere towers metro station', ' shri shiv shakthi mandir', ' citibank atm', ' citibank atm', ' icici bank atm', ' icici bank atm', ' abn amro bank atm', ' abn amro bank atm', ' citibank atm', ' citibank atm', ' kotak mahindra atm', ' central bank atm', ' central bank atm', ' central bank atm teste 001112', ' central bank atm teste 001112', ' dental harbour', ' dental harbour', ' asha multispeciality clinic', ' garg dental care', ' garg dental care', ' r.n clinic', ' shri ram memorial hospital', ' dental cure and care centre', ' dental cure and care centre', ' dental cure and care centre', ' s dental clinic""', ' s dental clinic""', ' s dental clinic""', ' ""mcdonald', ' mukesh dhaba']"
371,2.55,3,4,3,1,high,192.31,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,orchid petals,49,gurgaon,"['sapphire mall', ' omaxe city centre', ' bigbazaar', ' kinder care playschool', ' kangaroo kids preschool', ' shiv mandir', ' polaris hospital', ' medanta hospital', ' artemis hospital', ' hdfc bank', ' radisson hotel', ' srs cinemas']"
372,2.0,4,3,3,1,mid,218.32,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,friends apartment,52,gurgaon,"['radhakrishna shani mandir', ' hanuman mandir', ' sanatan dharm mandir', ' hdfc atm', ' standard chartered atm', ' hdfc bank atm', ' hdfc bank atm', ' state bank atm', ' state bank atm', ' icici bank atm', ' icici bank atm', ' anand hospital gurgaon', ' arihant hospital', ' surgicare hospital gurgaon', ' kriti hospital', ' paras hospital gurgaon', ' huda office complex', ' huda office complex', ' heera fuel station', ' hcg cng station', ' hcg cng station', ' hcg cng station', ' bharat petroleum', ' bharat petroleum', ' bharat petroleum', ' hdfc bank and atm', ' hdfc bank and atm', ' hdfc bank & atm', ' hdfc bank & atm', ' axis bank', ' kotak mahindra bank', ' indusind bank', ' pizza hut', ' cafe tonini', ' clock tower', ' sagar ratna']"
373,3.25,3,4,3,1,mid,235.7,carpet,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,the close south,50,gurgaon,"[' emerald plaza', ' tagore public school', ' lotus valley school', ' eye doctors at krishna netralaya', ' canara bank', ' hdfc bank', ' syndicate bank', ' idfc first bank', ' apollo pharmacy', ' hp petrol pump', ' hp petrol pump', ' insfire sports']"
374,1.6,3,3,3,0,low,156.91,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,hero homes,102,gurgaon,"[' indusind bank atm', ' indusind bank atm', ' sbi atm', ' puri nursing home', ' dr. charanji lal homeopathic charitable hospital', ' swami vivekanand hospital ludhiana', ' khosla stone kidney and surgical centre', ' mind vision hospital', ' shri guru gobind singh ji charitable hospital and clinical lab', ' shri guru gobind singh ji charitable hospital and clinical lab', ' dr. chaku eye surgerycentre', ' dr. chaku eye surgerycentre', ' deep hospital kitchlu nagar', ' pancham hospital', ' rg stone and super speciality hospital ludhiana', ' namdev hospital & health institute ludhiana', ' namdev hospital & health institute ludhiana', ' gurunanak charitable hospital', ' guru teg bhadur charitable hospital ludhiana', ' raj multi speciality hospital', ' ludhiana laparoscopic and surgical clinic', ' puri nursing home', ' swami vivekanand hospital and trauma centre', ' swami vivekanand hospital and trauma centre', ' swami vivekanand hospital and trauma centre', ' mata malavi devi charitable hospital', ' s super speciality homeopathic clinics""']"
375,1.5,3,4,3,1,high,178.37,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view residency,2,gurgaon,"['dwarka sector 21 metro station', 'dwarka sector 21 metro station', ' huda market', ' ambience mall', ' gav public school', ' the northcap university', ' chirag hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' gurgaon railway station', ' gurgaon railway station', ' gurgaon railway station']"
