,price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,fan,light,wardrobe,ac,bed,chimney,curtains,dining table,exhaust fan,geyser,modular kitchen,microwave,fridge,sofa,stove,tv,washing machine,water purifier,society,sector,city,landmarks
1739,1.9,4,4,2,1,mid,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1740,3.1,4,6,3,1,high,293.2,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1741,1.4,3,3,1,1,high,145.67,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1742,1.44,3,3,2,1,low,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1743,3.05,4,5,3,1,high,293.2,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1744,1.28,3,3,2,1,high,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1745,1.6,3,3,2,1,high,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1746,1.9,4,4,2,0,high,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1747,1.7,3,3,2,1,high,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1748,1.36,3,3,2,1,high,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1749,1.38,3,3,1,0,high,142.88,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1750,1.15,3,2,3,0,high,154.22,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view ananda,81,gurgaon,"['metro station kankrola sec 87', 'metro station kankrola sec 87', ' sapphire 83 mall', ' dwarka expressway', ' s high school""']"
1751,1.4,3,3,1,0,high,145.67,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1752,1.37,3,3,1,0,high,142.88,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1753,1.4,3,3,1,1,high,145.67,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1754,0.65,2,2,2,0,low,97.55,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,vatika emilia floors,83,gurgaon,"[' inxt city centre', ' matrikiran school', ' signature hospital', ' proposed isbt', ' hyatt regency', ' karma lakelands']"
1755,0.6,2,2,2,0,low,97.55,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,vatika emilia floors,83,gurgaon,"[' inxt city centre', ' matrikiran school', ' signature hospital', ' proposed isbt', ' hyatt regency', ' karma lakelands']"
1756,0.75,2,2,2,0,mid,124.68,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,umang winter hills,77,gurgaon,"['entertainland mall', ' delhi jaipur expressway', ' jhankar senior secondary school', ' singhania university', ' miracles apollo hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru junction', ' eros corporate park', ' hyatt regency gurgaon', ' aravalli hills']"
1757,0.95,2,2,2,0,high,126.35,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view ananda,81,gurgaon,"['metro station kankrola sec 87', 'metro station kankrola sec 87', ' sapphire 83 mall', ' dwarka expressway', ' s high school""']"
1758,1.24,3,3,3,1,high,178.19,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,spaze privy at4,84,gurgaon,"['sapphire 83 mall', ' dwarka expressway', ' delhi public school', ' dpg institute of technology', ' genesis hospital sector 84', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' hyatt regency gurgaon', ' skyjumper trampoline park', ' manesar toll plaza']"
1759,0.9,3,3,3,0,high,160.26,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,antriksh heights,84,gurgaon,"[' matrikiran high school', ' society park']"
1760,1.3,3,3,3,0,low,150.5,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,mapsko mount ville,79,gurgaon,"['huda metro station (gurugram)', 'huda metro station (gurugram)', 'huda metro station (gurugram)', ' sapphire 83 mall', ' delhi - ajmer expy', ' bal bharati public school–imt manesar', ' bal bharati public school–imt manesar', ' amity university gurugram', ' indira gandhi intl airport', ' garhi harsaru junction']"
1761,0.73,2,2,3,1,mid,111.48,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,antriksh heights,84,gurgaon,"[' matrikiran high school', ' society park']"
1762,1.26,3,3,3,1,mid,179.3,super built up,old,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf new town heights 2,86,gurgaon,"[' bharat ram global school', ' shishu kalyan school', ' dsd college', ' amity university', ' icfai university', ' canara bank atm', ' canara bank atm', ' axis bank atm', ' axis bank atm', ' arc hospital', ' rathore imt hospital', ' rathore imt hospital', ' indira gandhi airport', ' yes bank', ' canara bank', ' patil station']"
1763,1.25,3,3,3,1,mid,179.3,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf new town heights 1,90,gurgaon,"[' nh-8 imt manesar', ' rhm public school', ' silver streak multi speciality hospital', ' airport', ' holiday inn gurugram']"
1764,1.88,4,4,3,1,high,253.35,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf new town heights 1,90,gurgaon,"[' nh-8 imt manesar', ' rhm public school', ' silver streak multi speciality hospital', ' airport', ' holiday inn gurugram']"
1765,1.3,3,3,3,1,high,179.3,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,dlf new town heights 1,90,gurgaon,"[' nh-8 imt manesar', ' rhm public school', ' silver streak multi speciality hospital', ' airport', ' holiday inn gurugram']"
1766,0.44,2,2,2,0,mid,55.83,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,pyramid urban homes 2,86,gurgaon,"['sapphire 83 mall', ' manesar toll plaza - kherki daula', ' s high school""']"
1767,0.84,3,3,3,1,high,160.26,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,antriksh heights,84,gurgaon,"[' matrikiran high school', ' society park']"
1768,0.79,3,3,3,0,high,160.26,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,antriksh heights,84,gurgaon,"[' matrikiran high school', ' society park']"
1769,1.38,4,5,3,1,high,235.51,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,mapsko casa bella,82,gurgaon,"['vatika city centre mall', 'vatika city centre mall', ' broadways international school', ' broadways international school', ' dpg institute of technology', ' aarvy healthcare', ' indira gandhi international airport', ' indira gandhi international airport', ' sultanpur national park', ' sultanpur national park', ' imt manesar', ' holiday inn gurugram', ' skyjumper trampoline park', ' huda mini golf course', ' huda mini golf course']"
1770,2.6,3,3,2,0,high,158.96,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,sobha city,108,gurgaon,"[' dwarka expressway', ' the shikshiyan school', ' the northcap university', ' rions hospital', ' igi airport', ' wtc plaza', ' luxus haritma resort', ' fun n food waterpark', ' fun n food waterpark', ' bsf golf course', ' nehru stadium']"
1771,1.7,4,4,2,0,mid,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1772,1.7,4,4,2,0,high,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1773,1.4,3,3,2,1,high,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1774,1.68,4,4,2,0,mid,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1775,1.7,4,4,2,0,low,186.74,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1776,1.4,3,3,2,0,low,146.6,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,tulip violet,69,gurgaon,"['airia mall sector 68', ' golf course extension rd', ' imperio school', ' dpg institute of technology', ' ektaa hospitals', ' indira gandhi international airport', ' indira gandhi international airport', ' vipul trade business centre', ' radisson hotel gurugram', ' skyjumper trampoline park']"
1777,1.2,3,3,3,1,mid,83.61,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,ramprastha primera,37,gurgaon,"['jms marine square mall', ' huda market', ' dwarka expressway', ' delhi jaipur expressway', ' blue bells public school', ' sgt university', ' indira gandhi international airport', ' indira gandhi international airport', ' infinity business park', ' holiday inn gurugram sector 90']"
1778,0.96,2,2,3,0,high,125.51,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,godrej aria,79,gurgaon,"['sapphire 83 mall', ' delhi jaipur expressway', ' mount olympus school', ' singhania university', ' miracles apollo cradle hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' garhi harsaru junction', ' capital business park', ' manesar golf course', ' nakhrola stadium']"
1779,1.3,2,3,3,1,mid,78.97,carpet,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,microtek greenburg,86,gurgaon,"['ss omnia mall', ' national highway 8', ' national highway 8', ' dwarka expressway', ' sidheshwar school', ' dronacharya college of engineering', ' arc multi specialty hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' imt manesar', ' heritage village resort & spa', ' heritage village resort & spa', ' national tennis academy', ' national tennis academy']"
1780,1.6,3,3,3,1,high,196.95,super built up,new,6,10,4,6,0,1,0,0,1,5,1,1,1,0,1,0,1,0,bestech park view sanskruti,92,gurgaon,"['sapphire 93 mall', ' dwarka expressway', ' imt manesar', ' western peripheral expressway', ' rps international school sector 89', ' rps international school sector 89', ' dpg institute of technology', ' aarvy healthcare hospital', ' aarvy healthcare hospital', ' indira gandhi international airport', ' indira gandhi international airport', ' holiday inn sector 90', ' de adventure park', ' national tennis academy sector 98', ' national tennis academy sector 98']"
