price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
0.32,2,2,2,0,low,48.68,super built up,new,pareena laxmi apartments,sector 99a gurgaon,[],"['dwarka expy', 'govt. sr. sec. school', 'excellere world school', 'shani mandir', 'phc garhi harsaru', 'alfaa health care hospital', 'corporation bank', 'axis bank', 'kfg sports club', 'basai dhankot railway station', 'grofers india pvt. ltd.', 'rangmanch farms', 'mcc cricket stadium', 'indian oil petrol pump', 'nsk sports academy']"
0.45,2,2,1,0,mid,54.01,carpet,mid aged,pyramid elite,sector 86 gurgaon,,"['v3s sapphire ninety mall', 'sector 86 road', 'dwarka expy', 'rps international school', 'sgt university', 'shree radhey hospital and trauma center', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.2,1,2,2,0,high,111.28,super built up,under construction,raheja revanta,sector 78 gurgaon,,"['sapphire 83 mall', 'nh-8', 'bal bharti public school', 'kiit college of engineering', 'miracles apollo cradle', 'indira gandhi international airport', 'imt manesar', 'savoy suites, manesar', 'de adventure park', 'manesar golf course']"
2.1,2,2,2,0,high,121.7,super built up,new,m3m skycity,sector 65 gurgaon,,"['sector 55 metro station', 'eros city square', 'dps international edge', 'narayana junior college', 'ck birla hospital', 'indira gandhi intl airport', 'splendor trade tower', 'doubletree by hilton hotel', 'skyjumper trampoline park']"
0.45,2,2,2,0,low,52884.41,carpet,new,signature the roselia,sector 95a gurgaon,,"['newtown square mall', 'pataudi road', 'dwarka expressway', 'nh-48', 'yaduvanshi shiksha niketan', 'gurugram university sector 87', 'aarvy healthcare', 'indira gandhi international airport', 'imt manesar', 'holiday inn sector 90', 'national tennis academy', 'cng petrol pump']"
0.42,2,2,1,0,low,69.68,carpet,new,not applicable,laxman vihar,"['4 wardrobe', '1 water purifier', '2 fan', '1 exhaust fan', '1 stove', '4 light', '2 ac', '1 modular kitchen', '1 chimney', '1 curtains', 'no bed', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine']","['chintapurni mandir', 'state bank atm', 'prateek nursing home and polyclinic', 'shree krishna hospital gurgaon', 'kr dental hub', 'dr. hitesh dawar', 'sneh hospital gurgaon', 'jain sant phool chand ji charitable hospital', 'sarvodya hospital', 'bhardwaj hospital', 'esic hospital gurugram', 'dr. ashok jain', 'dr. sindhu clinic', 'gurgaon eye centre', 'pearl dental clinic', 'dr. mittal clinic', 'jiya clinic', 'r k hospital gurgaon', 'yashroop medical centre', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.55,3,2,3,0,high,144.65,carpet,new,godrej nature plus,sector-33 sohna,[],"['signature global infinity mall sohna', 'badshahpur sohna rd hwy', 'gurjar samrat jaipal khatana marg', 'k. r. mangalam university', 'vidya niketan sr sec school', 'sanjivani hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.3,3,3,2,0,low,133.78,super built up,mid aged,ramprastha city,dwarka expressway gurgaon,[],"['raheja mall', 'huda market, sector 14', 'gurgaon road', 'dwarka expressway', 'rhm public school', 'sgt university', 'shri balaji multispeciality hospital', 'indira gandhi international airport', 'infinity business park', 'park inn, gurgaon', 'heritage badminton academy', 'skyjumper trampoline park']"
2.75,4,4,3,1,high,241.27,carpet,new,smartworld 1dxp,sector 113 gurgaon,"['1 water purifier', '1 fridge', '1 exhaust fan', '1 geyser', '1 washing machine', '1 microwave', '1 light', '1 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no sofa', 'no stove', 'no tv', 'no wardrobe']","['palam vihar vyapar kendra', 'ram mandir', 'dgd bamnoli', 'metro hospital and heart institute gurgaon', 'kalyan hospital gurgaon', 's dental care and implant centre"", ', ', ', ', ', ', ', ', ""domino', 'moti mahal', 'pind baluchi', 'chiranjiv bharati school', 'masti ki pathshala teach india', 'swiss cottage school', 'palam vihar railway station', 'bijwasan railway station']"
1.25,3,3,3,1,low,180.23,super built up,new,ansal housing highland park,sector 103 gurgaon,[],"['state bank atm', 'dr. hitesh dawar', 'bhardwaj hospital', 'r k hospital gurgaon', 'shree krishna hospital gurgaon', 'prateek nursing home and polyclinic', 'chirag hospital pvt. ltd', 'esic hospital gurugram', 'kr dental hub', 'sneh hospital gurgaon', 'indian bank', 'kotak bank', 'hdfc bank', 'pizza hut', 'gurgaon railway station', 'gurgaon railway station', 'gurgaon railway station', 'basai dhankot railway station']"
0.42,3,2,2,0,high,52.68,carpet,under construction,czar mahira homes 63a,sector 63a gurgaon,,"['metro world mall', 'omaxe gurgaon mall', 'samrat naagbhatt gurjar road', 'badshahpur sohna rd hwy', 'sector 55-56 metro station', 'scottish high international school', 'sushant university', 'w pratiksha hospital']"
0.4,2,2,1,0,mid,57.88,super built up,new,breez global heights,sohna,,"['raheja mall', 'golf course extension road', 'gd goenka public school', 'dpg institute of technology', 'polaris hospital', 'indira gandhi international airport', 'jmd megapolis business center', 'radisson hotel gurugram', 'skyjumper trampoline park', 'dlf golf and country club']"
0.34,2,2,1,0,mid,58.44,carpet,new,trisara our homes 3,sohna,,"['metro station', 'gyanchand market', 'rajiv chowk', 'kmp expressway', 'govt.sr.sec school(boys)', 'jindal college', 'kidzee', 'vishvakarma mandir', 'mamta hospital', 'fortis', 'igi t3', 'oriental bank of commerce', 'rajiv gandhi park']"
1.25,3,3,3,1,low,132.2,super built up,new,m3m soulitude,sector 89 gurgaon,,"['vatika town square-inxt', 'sector 86 road', 'dwarka expy', 'delh-ajmer expy', 'euro international school', 'gurugram university', 'genesis hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
1.5,3,3,3,0,mid,134.71,super built up,new,emaar mgf palm hills,sector 77 gurgaon,"['10 wardrobe', '1 water purifier', '5 fan', '2 geyser', '1 stove', '33 light', '4 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine']","['sapphire 83 mall', 'dwarka expressway', 'sohna road', 'narayana e techno school', 'dpg institute of technology', 'medeor hospital, manesar', 'indira gandhi international airport', 'imt manesar', 'hyatt regency gurgaon', 'de adventure park']"
1.3,3,3,2,0,low,130.06,super built up,mid aged,ramprastha city,dwarka expressway gurgaon,[],"['raheja mall', 'huda market, sector 14', 'gurgaon road', 'dwarka expressway', 'rhm public school', 'sgt university', 'shri balaji multispeciality hospital', 'indira gandhi international airport', 'infinity business park', 'park inn, gurgaon', 'heritage badminton academy', 'skyjumper trampoline park']"
1.6,3,3,3,0,mid,185.81,super built up,mid aged,pareena coban residences,sector 99a gurgaon,[],"['gopal super market', 'little need super market', 'jms marine square mall', 'adarsh public school', 'basant lal memorial college', 'govt school', 'rishikul college', 'hdfc bank atm', 'shri balaji hospital', 'shree krishna hospital', 'igi airport', 'yes bank', 'bank of baroda', 'garhi harsaru junction', 'park inn']"
1.5,2,2,2,0,high,118.54,carpet,new,la vida by tata housing,sector 113 gurgaon,[],"['dwarka sector 21', 'pacific d21 mall', 'bajghera road', 'dwarka expy', 'euro international school, sector- 109.', 'the northcap university', 's hospital"", ', ', ']"
1.5,2,2,2,0,high,118.54,super built up,new,la vida by tata housing,sector 113 gurgaon,,"['dwarka sector 21', 'pacific d21 mall', 'bajghera road', 'dwarka expy', 'euro international school, sector- 109.', 'the northcap university', 's hospital"", ', ', ']"
0.9,2,2,0,0,high,116.96,built up,under construction,godrej summit premia towers,sector 104 gurgaon,,"['chintapurni mandir', 'state bank atm', 'dr. hitesh dawar', 'bhardwaj hospital', 'prateek nursing home and polyclinic', 'shree krishna hospital gurgaon', 'r k hospital gurgaon', 'sneh hospital gurgaon', 'kr dental hub', 'chirag hospital pvt. ltd', 'jain sant phool chand ji charitable hospital', 'sarvodya hospital', 'jiya clinic', 'dr. mittal clinic', 'esic hospital gurugram', 'dr. sindhu clinic', 'dr. ashok jain', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.5,4,4,3,0,low,152.36,super built up,old,ardee city,sector 52 gurgaon,"['4 wardrobe', '4 geyser', '4 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['hanuman mandir', 'new life church', 'radhakrishna shani mandir', 'hdfc atm', 'standard chartered atm', 'hdfc bank atm', 'icici atm', 'citi bank atm', 'axis bank atm', 'arihant hospital', 'gupta', 'paras hospital gurgaon', 'fortis memorial research institute fortis vivekanand hospital', 'dr. naval mendiratta', 'anand hospital gurgaon', 'surgicare hospital gurgaon', 'dr. kutbuddin akbary', 'kriti hospital', 'pernod ricard charitable dispensary', 'city medical', 'gardian pharmacy', 'bharat petroleum', 'heera fuel station', 'hcg cng station', '222', 'hdfc bank', 'icici bank', 'hdfc bank & atm', 'pwo house', 'cafe tonini', 'sagar ratna', 'raj restaurant', 's jr."", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.8,1,1,0,0,low,56.67,built up,under construction,m3m one key resiments,sector 67 gurgaon,,"['global foyer mall', 'dwarka expressway', 'st. soldier divine public school', 'monika hospital', 'indira gandhi international airport', 'palam vihar halt', 'fun n food village']"
1.25,3,2,1,0,high,157.01,super built up,new,ansal heights 86,sector 86 gurgaon,,"['iris broadway mall', 'delhi jaipur expressway', 'shishu kalyan senior secondary school', 'aarvy healthcare hospital']"
0.26,2,2,1,0,low,44.76,carpet,new,mvn athens,sohna,"['1 wardrobe', '3 fan', '1 geyser', '3 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sbi atm', 'axis bank atm', 'uco bank atm', 'corporation bank atm', 'canara bank atm', 'royal kitchen', 'the roadside cafe', 'lazeez restaurant  sohna', 'pasta cruize', 'sanuja food palace']"
0.42,2,2,1,0,high,49.33,carpet,new,signature the serenas,sohna,"['1 bed', '2 wardrobe', '3 fan', '9 light', '1 modular kitchen', '1 chimney', '1 curtains', 'no ac', 'no dining table', 'no exhaust fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['signature global infinity mall', 'sohna road', 'g d goenka world\\xa0school', 'gd goenka university, gurugram', 'vardaan hospital', 'indira gandhi international airport', 'country inn & suites by radisson']"
2.5,3,3,2,0,low,179.77,super built up,new,sushant lok 1 builder floors,sushant lok phase 1,[],"['huda city centre metro station', 'sector 42-43 metro station', 'hanuman mandir', 'new life church', 'hdfc atm', 'rbs atm', 'hdfc bank atm', 'standard chartered atm', 'kotak mahindra bank atm', 'standard chartered atm', 'gupta', 'paras hospital gurgaon', 'arihant hospital', 'dr. naval mendiratta', 'fortis memorial research institute fortis vivekanand hospital', 'dr. kutbuddin akbary', 'max hospital', 'sitaram bhartia', 'guardian pharmacy', 'chikitsa', 'bharat petroleum', 'icici bank', 'hdfc bank', 'axis bank', 'pwo house', 'balaji vegetarian paradise', 'the chicken boat', 'naveidyam', 'starbucks', 'blue tokai coffee roasters', 'ccd', 'drunken monkey', 'belgian waffle', 'fat', 'dighent cafe', 'nowhere brewpub and cafe', 'sagar ratna', 'cafe tonini', 'shophouse by kylin', 's jr."", ', ', ', ', ', ', ', ', ', ', ']"
0.9,3,3,2,1,low,181.16,super built up,old,umang monsoon breeze,sector 78 gurgaon,"['6 fan', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['proposed metro station', 'mahapal shing', 'national highway 8', 'igd primary health care', 'hdfc bank', 'pcl logistics', 'jw mariott']"
0.42,2,2,1,1,mid,54.91,carpet,new,gls avenue 51,sector 92 gurgaon,"['1 fan', '1 exhaust fan', '2 geyser', '1 light', '1 modular kitchen', '2 wardrobe', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['yaduvanshi shiksha niketan sector- 92', 'aarvy healthcare hospital', 'holiday inn gurugram sector 90', 'flying wings badminton academy']"
0.5,2,2,1,0,high,50.73,super built up,new,signature global solera,sector 107 gurgaon,[],"['gurgaon dreamz mall', 'dwarka expressway', 's central academy"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.9,2,2,3,1,mid,142.14,super built up,new,supertech araville,sector 79 gurgaon,[],"['petrol pump indian oil', 'petrol pump', 'rao dhaba']"
1.3,3,3,3,1,low,177.44,carpet,new,greenopolis,sector 89 gurgaon,,"['orris community center', 'indian oil', 'essar petrol pump', 'vijay petrol pump', 'pizza hut', 'kfc', 'garhi harsaru junction railway station']"
1.7,3,3,3,0,high,166.2,super built up,under construction,central park flower valley aqua front towers,sector-33 sohna,"['1 wardrobe', '1 fan', '1 light', '2 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['taj hotel & family restaurant', 'signature global park', 'signum 36', 'ashiana anmol  kid centric homes', 'kr mangalam university', 'g d goenka university', 'g d goenka world school', 'central park, sohna rd', 'kotak mahindra bank, mbs tower', 'sohna bus stand', 'indianoil, sohna - gurgaon rd', 'hdfc bank atm, dhunela ghamroj', 'v-square sohna new residential', 'the phoenix project, sohna - gurgaon rd', 'pasco automobiles, alipur, sohna']"
1.25,4,3,0,0,high,189.52,built up,mid aged,sare homes,sector 92 gurgaon,[],"['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'sagar clinic', 'vijay petrol pump', 'hp petrol pump', 'essar petrol pump', 'indian oil']"
2.91,4,4,3,1,mid,404.13,super built up,under construction,vatika sovereign next sector-82 a gurgaon,sector 82a gurgaon,"['4 wardrobe', '1 exhaust fan', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['s.r.s. hospital and critical care unit', 'orris community center', 'petrol pump indian oil', 'petrol pump indian oil', 'petrol pump', 'rao dhaba', 's"", ', ', ', ', ']"
1.15,3,4,2,1,low,232.26,super built up,old,bhagwati sadan,sector 12a gurgaon,"['1 wardrobe', '1 water purifier', '1 fan', '1 exhaust fan', '1 stove', '1 microwave', '1 light', '1 modular kitchen', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no fridge', 'no sofa', 'no tv', 'no washing machine']","['hanuman mandir', 'dental health centre', 'nova care clinic', 'verma e.n.t. hospital', 'lall nursing and maternity home', 'om charitable dental & implant centre', 'm goel hospital', 'lall eye care centre', 'dentecare - multispeciality dental clinic', 'lalit dental care', 'kharbanda maternity and nursing home', 'ahooja eye and dental institute hospital', 'gupta hospital gurgaon', 'jackson hospital', 'kidney clinic', 'dr. sandeep chauhan', 'centre for sight gurgaon new railway road', 'dr. sarvejeet singh', 'rajiv memorial eye infirmary jacobpura', 'sharma hospital gurgaon', 'dr. ajay s. gupta clinic', 'mamta hospital gurgaon', 'bhatnagar maternity and nursing home', 'lotus hospital gurgaon', 'triveni hospital gurgaon', 'bindal clinic', 'm.s hospital', 'sparsh hospital gurgaon', 'dr. agya ram sharma clinic', 'my care clinic', 'ravi clinic and health care centre', 'd.r. rajnis gupta clinic', 'gh gurgaon', 'saraswati hospital gurgaon', 'nidhi clinic', 'aarvy hospital', 'aryan hospital', 'geeta nursing home gurgaon', 'chiranjiv hospital', 'swastik maternity and medical centre', 'dr. tomar clinic', 'dr. babita sharma', 'indian oil', 'rang parivartan', 'punjab national bank', 'state bank of india sbi', 'state bank of india', 'dronacharya government college', 'govt sec school', 'district library gurgaon']"
1.2,3,3,3,1,low,89.0,carpet,mid aged,smart world gems,sector 89 gurgaon,"['1 wardrobe', '1 fan', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sant soordas sihi metro station', 'airia mall', 'dwarka expressway', 'pataudi road', 'nh-8', 'kmp expressway', 'rps international school', 'genesis hospital sector 84', 'gurgaon railway station', 'vatika business park sector 49', 'holiday inn gurugram sector 90', 'de adventure amusement park', 'national tennis academy sector 98', 'imt manesar']"
1.5,2,2,3,0,high,113.81,carpet,new,micasa sec 68,sohna road,"['1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['rajiv chowk mosque', 'standard chartered atm', 'icici bank atm', 'samvit health care', 's the upper limb clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""domino', 'darbar', 's"", ', ', ', ', ', ', ', ', ']"
1.3,3,3,3,0,high,162.67,super built up,new,eldeco accolade,sohna,,"['global city centre', 'sohna road', 'damdama more', 'western peripheral expressway', 'gd goenka world school', 'k.r. mangalam university', 'civil hospital']"
1.75,3,3,3,0,low,156.91,super built up,mid aged,hero homes,sector 104 gurgaon,,"['basai metro station', 'huda market', 'dwarka expressway', 'kings international school', 'aryan hospital', 'igi airport', 'gurugram railway station']"
0.55,2,2,1,1,mid,65.03,carpet,new,shyam sadan,ashok vihar phase 2,"['2 wardrobe', '1 water purifier', '5 fan', '1 geyser', '12 light', '1 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine']","['sheetla mata mandir', 'chintapurni mandir', 'yashroop medical centre', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
2.5,3,3,3,0,high,169.83,super built up,mid aged,m3m heights,sector 65 gurgaon,[],"['rapid metro sector 56', 'm3m 65th avenue mall', 'golf course extension road', 'gurgaon - delhi expy', 'dps international school', 'dpg institute of technology', 'park hospital', 'indira gandhi international airport', 'lemon tree hotel', 'skyjumper trampoline park', 'pvr drive in theatre']"
0.43,2,2,1,0,low,75.25,super built up,old,hanumanta apartment,rajiv colony,,"['rajiv chowk mosque', 'rajendra hospital', 'smile plus dental clinic', 'parmar dental clinic & lab', 'rachna dental clinic', 'nutan dental hospital', 'shri ram dental clinic', 'bhanu dental care', 'kathuria hospital', 'parashar hospital', 'sai dental clinic', 'vinayak hospital gurgaon', 'sunrise hospital gurgaon', 'vaishnavi nursing home', 'airforce hospital', 'mangalam hospital and heart centre gurgaon', 'nangia hospital ent and maternity', 'gautam hospital', 'thakral nursing and maternity home', 'clove dental', 'sethi hospital gurgaon', 'shubham hospital gurgaon', 'ayushman hospital and trauma centre', 'rama hospital & nursing home', 'pasricha hospital and maternity home', 'pushpanjali hospital gurgaon', 'tirath ram hospitals pvt ltd', 'harshila dental clinic', 'pushpanjali hospital', 'dental xpert dental clinic', 'lal superspeciality hospital', 'navjeevan hospital and maternity centre', 'shri gobind hospital', 'bansal medicare and maternity centre', 'shiv mahima patient care bureau', 'ankur clinic and maternity home', 'the muskan dental clinic', 'aarvy hospital', 'chandna dental surgery orthodontic and implant centre', 'yadav hospital gurgoan', 'satyam hospital gurgaon', 'samvit health care', 'dev man kathuria clinic', 'road and traffic authority', 'gurgaon election commission', 'indian oil', 'ibp petrol station', 'kendriya vidyalaya no.2 sohna road']"
0.45,3,3,2,0,high,92.9,super built up,new,ashiyara 2,garauli kalan,,"['shri balaji hospital and trauma center', 'kamla hospital gurgaon', 'shri multispeciality hospital', 'yadav hospital gurgoan', 'chandna dental surgery orthodontic and implant centre', 'the muskan dental clinic', 'dental xpert dental clinic', 'harshila dental clinic', 'gautam hospital', 'clove dental', 'sunrise hospital gurgaon', 'sai dental clinic', 'esic hospital gurugram', 'boxer fuel point', 'basai dhankot railway station']"
1.95,4,3,3,0,mid,203.55,super built up,mid aged,bptp terra,sector 37d gurgaon,"['1 stove', '1 chimney', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['airia mall', 'dwarka expressway', 'golf course extension road', 'euro international school', 'dpg institute of technology', 'medanta -the medicity', 'amma hospital', 'indira gandhi international airport', 'dlf corporate greens', 'holiday inn sector 90', 'skyjumper trampoline park']"
0.45,2,2,1,0,low,58.16,carpet,new,green court,sector 90 gurgaon,"['1 wardrobe', '3 fan', '1 exhaust fan', '6 light', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['baba kanala chowk', 'pataudi rd', 'gurukul preschool', 'yaduvanshi shiksha niketan', 'bharat ram global school', 'rps international school', 'icici atm', 'silver streak hospital', 'arc multi speciality', 'sanjeevani hospital', 'hdfc bank', 'sai sports club cricket ground', 'nawada cricket accadmy', 'hp petrol pump unnamed rd', 'inox cinema']"
1.7,3,2,3,0,high,145.86,built up,under construction,m3m golf hills phase 1,sector 79 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['petrol pump indian oil', 'petrol pump', 'rao dhaba']"
1.1,3,2,3,0,mid,167.23,carpet,old,abhinav group housing society,bhawani enclave,,"['state bank atm', 'shri multispeciality hospital', 'esic hospital gurugram', 'kamla hospital gurgaon', 'shree krishna hospital gurgaon', 'ankur clinic and maternity home', 'navjeevan hospital and maternity centre', 'yadav hospital gurgoan', 'taneja hospital', 'mangalam hospital and heart centre gurgaon', 'dr. ashok jain', 'shiv mahima patient care bureau', 'pearl dental clinic', 'kr dental hub', 'dr. madan clinic', 'shri gobind hospital', 'lal superspeciality hospital', 'dev man kathuria clinic', 'bhanu dental care', 'prateek nursing home and polyclinic', 'satyam hospital gurgaon', 'gautam hospital', 'harshila dental clinic', 'chandna dental surgery orthodontic and implant centre', 'nutan dental hospital', 'sai dental clinic', 'shri balaji hospital and trauma center', 'clove dental', 'chiranjiv hospital', 'swastik maternity and medical centre', 'rachna dental clinic', 'shri ram dental clinic', 'parmar dental clinic & lab', 'sunrise hospital gurgaon', 'dental xpert dental clinic', 'the muskan dental clinic', 'geeta nursing home gurgaon', 'tirath ram hospitals pvt ltd', 'sethi hospital gurgaon', 'kathuria hospital', 'shubham hospital gurgaon', 'parashar hospital', 'boxer fuel point', 'hdfc bank', 'kotak bank', 'indian bank', 'state bank of india', 'pizza hut', 'st. michaels sr. sec. school', 'basai dhankot railway station']"
0.5,2,2,1,0,high,48.31,carpet,new,pyramid urban homes 2,sector 86 gurgaon,,"['sapphire 83 mall', 'rampura flyover, naurangpur rd', 'manesar toll plaza - kherki daula', 's high school"", ', ', ', ', ', ', ', ', ', ', ']"
2.8,3,3,3,0,high,169.83,super built up,mid aged,m3m heights,sector 65 gurgaon,[],"['rapid metro sector 56', 'm3m 65th avenue mall', 'golf course extension road', 'gurgaon - delhi expy', 'dps international school', 'dpg institute of technology', 'park hospital', 'indira gandhi international airport', 'lemon tree hotel', 'skyjumper trampoline park', 'pvr drive in theatre']"
1.45,3,2,3,1,high,83.61204013377927,built up,under construction,godrej nature plus,sector-33 sohna,,"['signature global infinity mall sohna', 'badshahpur sohna rd hwy', 'gurjar samrat jaipal khatana marg', 'k. r. mangalam university', 'vidya niketan sr sec school', 'sanjivani hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
2.2,3,3,2,0,low,151.43,carpet,mid aged,smart world orchard,sector 61 gurgaon,[],"['sector 55-56 metro station', 'bestech central square mall', 'golf course ext road', 'badshahpur sohna rd hwy', 'orchids the international school', 'sushant university', 'marengo asia hospitals', 'indira gandhi intl airport', 'gurgaon railway station', 'emaar digital greens tower a', 'grand hyatt gurgaon', 's water park"", ', ', ']"
0.9,2,2,2,0,high,118.45,super built up,new,ashiana anmol,sohna,"['1 water purifier', '4 fan', '1 exhaust fan', '2 geyser', '1 stove', '10 light', '1 modular kitchen', '1 chimney', '1 curtains', '1 bed', '4 wardrobe', '1 sofa', '1 washing machine', 'no ac', 'no dining table', 'no microwave', 'no fridge', 'no tv']","['global signum plaza', 'airia mall', 'sohna road', 'kr mangalam university', 'gd goenka school', 'gd goenka university', 'civil hospital', 'central park', 'm2m football club', 'gurgaon technology valley', 'lemon tree hotel', 'sports academy and gym', 'indianoil']"
1.35,3,3,3,1,mid,161.19,super built up,new,umang winter hills,sector 77 gurgaon,"['3 wardrobe', '1 water purifier', '5 fan', '1 exhaust fan', '4 geyser', '1 stove', '15 light', '4 ac', '1 modular kitchen', '1 chimney', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no tv', 'no washing machine']","['entertainland mall', 'delhi jaipur expressway', 'jhankar senior secondary school', 'singhania university, manesar', 'miracles apollo hospital', 'indira gandhi international airport', 'garhi harsaru junction', 'eros corporate park', 'hyatt regency gurgaon', 'aravalli hills']"
1.85,4,4,0,0,mid,213.68,carpet,under construction,aardhya homesh,sector 67a gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sri radhe krishna temple', 'icici bank atm', 'kamal hospital and maternity centre', 'gobind hospital', 'sona devi memorial hospital and trauma centre', 'sanjeevani hospital gurgaon', 'sai dharamraj hospital', 'sai heart and trauma center', 'ekta hospital', 'divine look clinic centre', 'skin clinic', 'kore tech park', 'spaze business park', 'icici bank', 'state bank of india', 'union bank of india', 'central bank of india', 'indusind bank', 'hdfc bank', 'srs cinemas', 'starbucks', 'nook', 's"", ""domino']"
0.25,1,1,1,0,mid,35.3,super built up,new,rof ananda,sector 95 gurgaon,[],"['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
