price_cr,bhk,bathroom,balcony,addl_room,floor_rise,area_sqm,area_type,age,society,locality,furnishDetails,nearby_loc
1.1,3,2,2,0,mid,125.42,built up,under construction,tulip orange,sector 70 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'reach 3 roads', 'golf course ext road', 'southern peripheral road', 'cd international school', 'gurugram university', 'park hospital', 'indira gandhi intl airport']"
0.85,3,2,2,0,mid,154.78,super built up,old,hsiidc sidco shivalik apartments,sector 1 imt manesar,[],"['pooja clinic', 'dr. sahil clinic', 'prakash hospital', 'shri rade clinic', 'yadav dental & eye care', 'dental hospital', 'petrol pump maitri motors', 'petrol pump', 'petrol pump indian oil', 's"", ""mcdonald', 'rao dhaba']"
0.95,2,2,2,0,high,121.7,super built up,new,tarc maceo,sector 91 gurgaon,,"['manish gallexie 91', 'dwarka expressway', 'rao bharat singh international school', 'dronacharya college of engineering', 'silver streak multi speciality hospital', 'indira gandhi international airport', 'imt manesar', 'holiday inn sector 90', 'manesar golf course', 'national tennis academy']"
0.75,3,2,2,0,mid,154.22,super built up,old,dnha group housing society,imt manesar,[],"['amba clinic', 'ragave clinic', 'sercare clinic', 'om clinic', 'ram clinic', 'kushi clinic', 'promla clinic', 'shree balaji clinic', 'rathore imt hospital', 'dental hospital', 'nidan hospital and trauma centre', 'sagar clinic', 'dr. j. s. sarkar clinic', 'bangali clinic', 'yadav clinic', 'prakash hospital', 'petrol pump maitri motors']"
0.75,2,2,2,0,mid,105.91,super built up,old,nbcc heights,sector 89 gurgaon,[],"['reliance mart', 'lotus rise world school', 'rps international school', 'shri shakti shanidham mandir', 'axis bank atm', 'canara atm', 'kartik hospital', 'vs hospital', 'aarvy  super specialty hospital', 'genesis hospital', 'oriental bank of commerce', 'garhi harsaru railway station', 'hp petrol pump', 'essar petrol pump', 'inox cinema']"
1.4,3,3,2,0,mid,161.19,super built up,new,vatika gurgaon 21,sector 83 gurgaon,"['5 fan', '1 exhaust fan', '1 geyser', '10 light', '5 curtains', '1 modular kitchen', '3 wardrobe', 'no ac', 'no bed', 'no chimney', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['huda metro station (gurugram)', 'sapphire 83 mall', 'vatika sector road', 'gurgaon - delhi expy', 'dwarka expy', 'euro international school, sec 84', 'dpg degree college', 'aarvy healthcare super speciality', 'indira gandhi intl airport', 'garhi harsaru junction']"
2.45,3,4,2,1,low,212.75,carpet,old,malibu towers,malibu town,"['4 wardrobe', '6 fan', '4 geyser', '1 microwave', '6 light', '1 chimney', '2 tv', '4 ac', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no fridge', 'no sofa', 'no stove', 'no washing machine', 'no water purifier']","['standard chartered atm', 'icici bank atm', 'park hospital gurgaon', 'vishesh dental', 'neelkanth health care', 'best urologist atcomplete family clinic', 'wellness eye centre', 'dr. aruna kalra', 'meher clinic', 'dr. anuj sharma', 'dr. naresh pandita', 'bones clinic - orthopaedics', 'skin clinic', 'divine look clinic centre', 'sukhmani hospital pvt. ltd', 's the upper limb clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ""domino', 's"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
1.0,2,2,3,0,high,109.63,carpet,new,supertech hues,sector 68 gurgaon,,"['sri radhe krishna temple', 'icici bank atm', 'kamal hospital and maternity centre', 'gobind hospital', 'sona devi memorial hospital and trauma centre', 'sanjeevani hospital gurgaon', 'sai dharamraj hospital', 'sai heart and trauma center', 'ekta hospital', 'divine look clinic centre', 'kore tech park', 'spaze business park', 'icici bank', 'state bank of india', 'union bank of india', 'central bank of india', 'indusind bank', 'hdfc bank', 'srs cinemas', 'starbucks', 'nook']"
1.25,3,3,2,1,low,132.2,carpet,new,m3m soulitude,sector 89 gurgaon,,"['vatika town square-inxt', 'sector 86 road', 'dwarka expy', 'delh-ajmer expy', 'euro international school', 'gurugram university', 'genesis hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
2.6,4,4,3,1,mid,222.97,super built up,old,tulip purple,sector 69 gurgaon,"['4 wardrobe', '6 fan', '2 geyser', '12 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'omaxe gurgaon mall', 'badshahpur sohna rd hwy, sector 68', 'indus world school', 'gurugram university', 'park hospital', 'indira gandhi intl airport', 'gurgaon railway station', 'infinity business park', 'park inn', 's water park"", ']"
1.6,3,3,3,1,low,134.71,carpet,old,park view apartments,sector 15 gurgaon,"['6 fan', '10 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['hanuman mandir', 'rajiv chowk mosque', 'hdfc bank atm', 'state bank of india atm', 'icici bank atm', 'state bank of india atm', 'axis bank atm', 'dayal eye & maternity centre', 'ahmed hospital multi speciality', 'bansal medicare and maternity centre', 'pushpanjali hospital', 'pushpanjali hospital gurgaon', 'aarvy hospital', 'shivam hospital gurgaon', 'thakral nursing and maternity home', 'dr. sandeep chauhan', 'dispencery', 'ahooja eye and dental institute hospital', 'kalyani hospital gurgaon', 'medanta', 'sharma hospital gurgaon', 'rajiv memorial eye infirmary jacobpura', 'saraswati hospital gurgaon', 'smile plus dental clinic', 'rama hospital & nursing home', 'verma e.n.t. hospital', 'nova care clinic', 'gurgaon election commission', 'road and traffic authority', 'gardian pharmacy', 'ibp petrol pump', 'indian oil', 'ibp petrol station', 'indian oil', 'state bank of india sbi', 'punjab national bank', 'hdfc bank', 'darbar', 'om sweets', 'fast food', 'fast food', 'bar and restaurant', '32nd milestone', 'cafe coffee day', 'kfc', 'cr model public school', 'salvan public school', 'govt sec school', 'district library gurgaon']"
1.1,3,2,3,0,mid,144.0,built up,under construction,tulip petals,sector 89 gurgaon,"['1 wardrobe', '1 fan', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['iris broadway mall', 'pataudi road', 'dwarka expressway', 'saraswati model school', 'sgt university', 'aarvy healthcare hospital', 'indira gandhi international airport', 'garhi harsaru junction', 'orchid business park', 'holiday inn gurugram sector 90', 'flying wings badminton academy']"
1.0,2,3,0,0,low,92.9,built up,under construction,ansal plaza,palam vihar,"['1 wardrobe', '1 fan', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['palam vihar vyapar kendra', 'palam triangle', 'huda sector 23 market', 'ram mandir', 's dental care and implant centre"", ', ', ', ', ', ', ', ', ', ', ', ', ""dr. anurag', 'ansals plaza underground car parking', 'ansals plaza above ground car parking', 'huda sector 23 parking', 'axis bank', 'punjab national bank', 'oriental bank of commerce', 'big cinemas', 's"", ', ', ', ', ', ', ', ', ""domino', 'om sweets', 'chiranjiv bharati school', 'masti ki pathshala teach india', 'the northcap university', 'swiss cottage school', 'palam vihar railway station']"
3.65,3,3,2,0,high,235.79,super built up,new,krisumi waterfall residences,sector 36a gurgaon,"['5 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 54 chowk metro station', 'vatika town square-inxt', 'the esplanade mall', 'dwarka expy', 'pataudi road', 'euro international school, sector 84', 'dpg degree collge', 'gurugram university', 'aarvy healthcare super speciality', 'park hospital', 'indira gandhi intl airport', 'garhi harsaru junction', 'dlf corporate greens', 'holiday inn gurugram sector 90']"
1.4,3,3,2,1,low,163.7,carpet,old,chd avenue 71,sector 71 gurgaon,"['4 wardrobe', '6 fan', '1 exhaust fan', '1 geyser', '50 light', '1 chimney', '1 curtains', '1 modular kitchen', 'no ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['huda city centre', 'apna mart', 'rajiv chowk', 'sohna road', 'iffco chowk', 'medanta hospital', 'max hospital, gurugram', 'igi airport', 'hdfc bank', 'candor park', 'marriott courtyard', 'radisson suites', 'park plaza', 'flipkart warehouse', 'sadar police station']"
2.6,3,3,2,0,low,151.43,super built up,new,smart world orchard,sector 61 gurgaon,[],"['sector 55-56 metro station', 'bestech central square mall', 'golf course ext road', 'badshahpur sohna rd hwy', 'orchids the international school', 'sushant university', 'marengo asia hospitals', 'indira gandhi intl airport', 'gurgaon railway station']"
1.6,2,2,2,0,high,130.62,super built up,new,m3m skywalk,sector 74 gurgaon,,"['omaxe gurgaon mall', 'omaxe celebration mall', 'gurgaon - delhi expy, sector 75a', 'kunskapsskolan school', 'gurugram university', 'park hospital', 'indira gandhi intl airport']"
0.75,2,2,2,1,high,111.48,super built up,mid aged,supertech hill town,sector-2 sohna,"['5 light', '3 ac', '1 modular kitchen', '2 wardrobe', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['discount department store', 'omaxe gurgaon mall', 'old sohna dhani road', 'badshahpur sohna rd hwy', 'k. r. mangalam university', 'gd goenka world school', 'vardaan hospital & trauma centre', 'indira gandhi intl airport']"
0.75,2,2,2,0,low,123.1,super built up,new,vatika city homes,sector 83 gurgaon,"['1 wardrobe', '3 fan', '1 exhaust fan', '2 geyser', '5 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['kisan mandi', 'vatika city centre', 'manesar toll plaza', 'sri chaitanya school', 'discovery montessori preschool', 'vatika lifestyle nursery school', 'global healthcare hospital', 'badsa ams hospital', 'miracles apollo hospital', 'genesis hospital', 'inox cinema', 'football ground', 'indianoil', 'igl cng station', 'jsa helipad']"
3.9,3,4,3,0,low,204.39,built up,new,emaar the palm drive,sector 66 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sri radhe krishna temple', 'icici bank atm', 'standard chartered atm', 'sanjeevani hospital gurgaon', 'sona devi memorial hospital and trauma centre', 'sai heart and trauma center', 'sai dharamraj hospital', 'ekta hospital', 'gobind hospital', 'kamal hospital and maternity centre', 'divine look clinic centre', 'skin clinic', 'vatsalya clinic', 'dr. naresh pandita', 'dr. anuj sharma', 'bones clinic - orthopaedics', 'dr. aruna kalra', 'wellness eye centre', 'best urologist atcomplete family clinic', 'neelkanth health care', 'vishesh dental', 'park hospital gurgaon', 'wembley estate club', 'genius', 'gardian pharmacy', 'apollo pharmacy', 'spaze business park', 'kore tech park', 'hdfc bank', 'indusind bank', 'central bank of india', 'union bank of india', 'state bank of india', 'icici bank', 'hdfc bank', 'icici bank', 'srs cinemas', 'starbucks', 'nook', 'india', 's"", ""domino', 'madison and pike', 'haldiram', 'kamla international']"
1.0,1,1,1,0,high,80.73,built up,under construction,m3m sky lofts,sector 71 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 55-56 rapid metro', 'omex city centre mall', 'sohna road', 'nh 48', 'vega school', 'polaris hospital', 'indira gandhi intl airport', 'skyjumper trampoline park']"
0.9,2,2,2,0,high,118.45,built up,under construction,ashiana anmol,sohna,,"['global signum plaza', 'airia mall', 'sohna road', 'kr mangalam university', 'gd goenka school', 'gd goenka university', 'civil hospital', 'central park', 'm2m football club', 'gurgaon technology valley', 'lemon tree hotel', 'sports academy and gym', 'indianoil']"
1.97,4,4,2,1,high,244.33,super built up,new,chintels paradiso,sector 109 gurgaon,"['6 ac', '1 chimney', '1 modular kitchen', 'no bed', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['gyaananda school', 'the northcap university', 'park hospital', 'igi airport', 'gurgaon station', 'wtc plaza', 'altrade business centre', 'radisson blu hotel']"
1.35,3,3,0,0,low,169.08,built up,new,ild grand,sector 37c gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['the esplanade mall', 'dwarka expy, sector 88', 'green field public school', 'sgt university', 'k.d. hospital', 'indira gandhi intl airport']"
0.75,2,2,3,0,high,130.99,built up,old,ramprastha the edge towers,sector 37d gurgaon,,"['mds public school', 'st pauls school', 'suncity school', 'hanuman & shani mandir', 'indusind bank atm', 'sgt uhtc basai', 'k.d. hospital', 'canara bank', 'state bank of india', 'basai enclave park', 'ramprastha police post', 'taxila cricket ground', 'bharat singh fuel company', 'edge towers tennis court', 'kfg sports club']"
1.6,2,2,2,1,high,128.21,carpet,new,pioneer park,sector 61 gurgaon,"['2 wardrobe', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['sector 55-56 rapid metro', 'hong kong bazaar', 'golf course ext rd', 'gurugram university', 'pathways school gurgaon', 'w pratiksha hospital', 'indira gandhi international airport', 'duke horse riding club', 'dlf golf and country club', 'aipl business club', 'radisson hotel gurugram', 'skyjumper trampoline park', 'pvr drive in theatre', 'surajgarh gurgaon']"
0.4,2,2,1,0,mid,55.93,carpet,new,trisara our homes 3,sohna,"['4 fan', '1 exhaust fan', '1 geyser', '10 light', '10 curtains', 'no ac', 'no bed', 'no chimney', 'no dining table', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['metro station', 'gyanchand market', 'rajiv chowk', 'kmp expressway', 'govt.sr.sec school(boys)', 'jindal college', 'kidzee', 'vishvakarma mandir', 'mamta hospital', 'fortis', 'igi t3', 'oriental bank of commerce', 'rajiv gandhi park']"
0.99,2,2,2,0,mid,111.95,super built up,new,ashiana anmol,sohna,,"['global signum plaza', 'airia mall', 'sohna road', 'kr mangalam university', 'gd goenka school', 'gd goenka university', 'civil hospital', 'central park', 'm2m football club', 'gurgaon technology valley', 'lemon tree hotel', 'sports academy and gym', 'indianoil']"
2.1,4,6,3,1,mid,218.79,super built up,new,paras dews,sector 106 gurgaon,,"['chintapurni mandir', 'state bank atm', 'r k hospital gurgaon', 'chirag hospital pvt. ltd', 'bhardwaj hospital', 'dr. hitesh dawar', 'kalyan hospital gurgaon', 'sneh hospital gurgaon', 'jiya clinic', 'dr. mittal clinic', 'prateek nursing home and polyclinic', 's child care clinic"", ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ', ']"
0.69,2,2,2,0,high,118.92,carpet,old,umang monsoon breeze,sector 78 gurgaon,[],"['proposed metro station', 'mahapal shing', 'national highway 8', 'igd primary health care', 'hdfc bank', 'pcl logistics', 'jw mariott']"
1.0,2,2,2,1,low,102.47,carpet,new,m3m soulitude,sector 89 gurgaon,,"['vatika town square-inxt', 'sector 86 road', 'dwarka expy', 'delh-ajmer expy', 'euro international school', 'gurugram university', 'genesis hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
0.85,3,2,3,0,low,69.68,carpet,new,signature global park 4,sector 36 sohna,,"['sector 55-56 metro station', 'the leaf mall sohna', 'omaxe gurgaon mall', 'badshahpur sohna rd hwy', 'vidya niketan school', 'kiit college of engg', 'scottish high international school', 'rawal institutions', 'park hospital', 'indira gandhi intl airport', 'spaze business park', 'dlf cyber city']"
0.32,2,2,1,0,low,69.12,built up,new,hcbs sports ville,sohna,,"['the roadside cafe', 'gd goenka mess', 'royal kitchen', 'mithaas wala', 'momomia gurgoan']"
0.7,2,2,3,0,low,143.81,carpet,old,raheja the vedaanta floors,sector 108 gurgaon,"['1 wardrobe', '1 water purifier', '1 fan', '1 exhaust fan', '1 geyser', '1 light', '1 chimney', '1 curtains', '1 modular kitchen', 'no ac', 'no bed', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine']","['sec21 dwarka metro station', 'the shikshiyan school', 'nora solomon medicenter', 'igi airport', 'hdfc bank', 'shagun medical store', 'jackslake', 'nanak heri babupur']"
1.42,3,3,2,0,low,132.2,carpet,new,m3m soulitude,sector 89 gurgaon,,"['vatika town square-inxt', 'sector 86 road', 'dwarka expy', 'delh-ajmer expy', 'euro international school', 'gurugram university', 'genesis hospital', 'indira gandhi intl airport', 'garhi harsaru junction']"
0.38,2,2,2,1,mid,59.84,carpet,new,rof ananda,sector 95 gurgaon,"['4 fan', '1 exhaust fan', '5 light', '1 curtains', 'no ac', 'no bed', 'no chimney', 'no dining table', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['metro', 'dwarka expressway', 'rajeev chowk', 'nh8', 'kmp expressway', 'imt manesar', 'isbt', 'hero honda chowk', 'igi airport', 'railway station', 'proposed diplomatic enclave', 'flava', 'spicy salsa', 's cafe"", ']"
0.26,2,2,2,0,mid,53.51,carpet,new,gls arawali homes,sohna,,"['huda city centre', 'golf course road', 'delhi-mumbai expressway', 'kmp expressway', 'rajiv chowk', 'igi airport']"
6.5,4,4,3,1,high,394.84,super built up,new,tata primanti,sector 72 gurgaon,"['1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no light', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['sector 55-56 metro station', 'omaxe city centre', 'sohna gurgaon road', 'faridabad gurgaon road', 'pallavan preschool, sohna road', 'rbsm public school', 'polaris hospital', 'spaze itech park', 'radisson hotel gurugram sohna road', 'skyjumper trampoline park gurgaon']"
1.9,3,4,2,1,high,199.74,carpet,new,bestech altura,sector 79 gurgaon,[],"['sapphire 83 mall', 'nh -8', 'golf course extension road', 'mount olympus junior school', 'amity university gurugram', 'miracles apollo hospital', 'indira gandhi international airport', 'imt manesar', 'savoy suites, manesar', 'golden greens golf & resorts']"
0.85,2,2,3,0,high,117.43,super built up,new,eldeco accolade,sohna,[],"['global city centre', 'sohna road', 'damdama more', 'western peripheral expressway', 'gd goenka world school', 'k.r. mangalam university', 'civil hospital']"
0.65,3,3,1,0,low,97.55,carpet,new,adarsh nagar,adarsh nagar,"['5 fan', '1 exhaust fan', '35 light', '1 modular kitchen', '2 wardrobe', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no geyser', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['hanuman mandir', 'ahooja eye and dental institute hospital', 'dr. sandeep chauhan', 'nova care clinic', 'verma e.n.t. hospital', 'dental health centre', 'gupta hospital gurgaon', 'rajiv memorial eye infirmary jacobpura', 'lall nursing and maternity home', 'om charitable dental & implant centre', 'lall eye care centre', 'dentecare - multispeciality dental clinic', 'm goel hospital', 'kharbanda maternity and nursing home', 'lalit dental care', 'sharma hospital gurgaon', 'jackson hospital', 'kidney clinic', 'dr. ajay s. gupta clinic', 'centre for sight gurgaon new railway road', 'lotus hospital gurgaon', 'mamta hospital gurgaon', 'dr. sarvejeet singh', 'aarvy hospital', 'bhatnagar maternity and nursing home', 'saraswati hospital gurgaon', 'triveni hospital gurgaon', 'm.s hospital', 'my care clinic', 'bindal clinic', 'dr. agya ram sharma clinic', 'sparsh hospital gurgaon', 'ravi clinic and health care centre', 'nidhi clinic', 'd.r. rajnis gupta clinic', 'gh gurgaon', 'dr. tomar clinic', 'dr. babita sharma', 'swastik maternity and medical centre', 'kalyani hospital gurgaon', 'rama hospital & nursing home', 'chiranjiv hospital', 'indian oil', 'ibp petrol station', 'punjab national bank', 'state bank of india sbi', 'rang parivartan', 'govt sec school', 'dronacharya government college', 'district library gurgaon']"
0.35,2,2,2,0,high,53.51,super built up,new,gls arawali homes,sohna,,"['huda city centre', 'golf course road', 'delhi-mumbai expressway', 'kmp expressway', 'rajiv chowk', 'igi airport']"
1.05,3,3,3,0,mid,174.19,super built up,new,ild greens,sector 37c gurgaon,"['1 wardrobe', '1 fan', '1 exhaust fan', '1 geyser', '1 light', '1 chimney', '1 modular kitchen', 'no ac', 'no bed', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['the esplanade mall', 'gurgaon road', 'delhi jaipur expressway', 'green field public school', 'sunrise university', 'k.d. hospital', 'indira gandhi international airport', 'gurgaon railway station', 'infinity business park']"
0.9,3,3,3,0,high,142.79,built up,old,piedmont taksila heights,sector 37c gurgaon,"['3 wardrobe', '5 fan', '1 exhaust fan', '2 geyser', '6 light', '1 modular kitchen', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['kamla hospital gurgaon', 'shri multispeciality hospital', 'shri balaji hospital and trauma center', 'yadav hospital gurgoan', 'chandna dental surgery orthodontic and implant centre', 'the muskan dental clinic', 'harshila dental clinic', 'dental xpert dental clinic', 'gautam hospital', 'clove dental', 'sai dental clinic', 'sunrise hospital gurgaon', 'esic hospital gurugram', 'bhanu dental care', 'nutan dental hospital', 'shri ram dental clinic', 'ankur clinic and maternity home', 'mangalam hospital and heart centre gurgaon', 'ayushman hospital and trauma centre', 'parmar dental clinic & lab', 'navjeevan hospital and maternity centre', 'rachna dental clinic', 'shiv mahima patient care bureau', 'vaishnavi nursing home', 'shri gobind hospital', 'lal superspeciality hospital', 'shree krishna hospital gurgaon', 'boxer fuel point', 'basai dhankot railway station']"
8.5,4,4,0,0,high,366.97,built up,under construction,dlf the arbour,sector 63 gurgaon,"['1 wardrobe', '1 fan', '1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no washing machine', 'no water purifier']","['radhakrishna shani mandir', 'pracksht hospital', 'vatsalya clinic', 'spaze business park', 'international tech park', 'intellion park', 'hdfc bank', 'hdfc bank and atm', 'pizza hut', 'madison and pike']"
0.75,2,2,2,0,high,68.28,super built up,mid aged,suncity avenue 76,sector 76 gurgaon,[],"['omaxe gurgaon mall', 'gurugram university', 'euro international school, sector 84', 'park hospital', 'indira gandhi intl airport', 'hyatt regency gurgaon']"
0.79,4,4,2,0,mid,163.97,built up,under construction,ild greens,sector 37a gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['kamla hospital gurgaon', 'shri multispeciality hospital', 'shri balaji hospital and trauma center', 'yadav hospital gurgoan', 'chandna dental surgery orthodontic and implant centre', 'the muskan dental clinic', 'esic hospital gurugram', 'harshila dental clinic', 'dental xpert dental clinic', 'gautam hospital', 'clove dental', 'sai dental clinic', 'sunrise hospital gurgaon', 'bhanu dental care', 'nutan dental hospital', 'ankur clinic and maternity home', 'shri ram dental clinic', 'mangalam hospital and heart centre gurgaon', 'navjeevan hospital and maternity centre', 'ayushman hospital and trauma centre', 'parmar dental clinic & lab', 'boxer fuel point', 'basai dhankot railway station']"
1.5,3,3,3,1,low,162.58,carpet,new,ats marigold,sector 89 a gurgaon,,"['reliance trends newtown square mall', 'dwarka expy, sector 88', 'euro int school, sector 37d, gurugram', 'sgt university', 'genesis hospital', 'indira gandhi intl airport']"
1.75,4,5,3,1,low,215.91,carpet,new,godrej summit,sector 104 gurgaon,"['6 fan', '5 light', '2 ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['mg road metro station', 'the esplanade mall', 'dhanwapur road', 'dwarka expy', 'blue bells model school', 'the northcap university', 'aryan hospital', 'indira gandhi intl airport', 'gurgaon railway station', 'oswal buildings, udyog vihar', 'altrade business centre', 'country inn & suites by radisson', 'appu ghar', 'hamoni golf camp', 'nehru stadium']"
1.9,3,4,3,0,high,199.74,super built up,mid aged,bestech altura,sector 79 gurgaon,[],"['sapphire 83 mall', 'nh -8', 'golf course extension road', 'mount olympus junior school', 'amity university gurugram', 'miracles apollo hospital', 'indira gandhi international airport', 'imt manesar', 'savoy suites, manesar', 'golden greens golf & resorts']"
1.45,3,2,3,0,low,155.24,super built up,new,godrej nature plus serenity,sector-33 sohna,[],"['shopping complex', 'sohna road', 'gd goenka world school', 'kr mangalam university', 'central park flower valley', 'smart view hotel and resort']"
4.02,3,3,1,0,low,213.21,carpet,mid aged,conscient elevate,sector 59 gurgaon,[],"['rapid metro station sector 55', 'paras trinity mall sector 63', 'golf course road', 'mehrauli-gurgaon road', 'mg road', 'dps international school sector 50', 'gurugram university sector 51', 'w pratiksha hospital sector 56', 'indira gandhi international airport', 'gurugram railway station', 'international tech park gurgaon', 'grand hyatt gurgaon', 'skyjumper trampoline park gurgaon', 'zen golf range & academy', 'pvr drive in theatre']"
0.5,2,2,3,0,low,92.9,built up,under construction,sare crescent parc royal greens phase 1,sector 92 gurgaon,"['1 light', 'no ac', 'no bed', 'no chimney', 'no curtains', 'no dining table', 'no exhaust fan', 'no fan', 'no geyser', 'no modular kitchen', 'no microwave', 'no fridge', 'no sofa', 'no stove', 'no tv', 'no wardrobe', 'no washing machine', 'no water purifier']","['yadav clinic', 'bangali clinic', 'dr. j. s. sarkar clinic', 'vijay petrol pump', 'hp petrol pump', 'indian oil', 'essar petrol pump', 'garhi harsaru junction railway station']"
