iter	RMSE
318	0.5035223845
319	0.5027880107
320	0.5022534807
321	0.5015399259
322	0.5007739325
323	0.5001160076
324	0.4992477764
325	0.4977987654
326	0.497158086
327	0.4961904042
328	0.4952695206
329	0.4944972868
330	0.4934267228
331	0.49255889
332	0.4916013136
333	0.4911572275
334	0.4907395061
335	0.4900073498
336	0.4891170702
337	0.4886021642
338	0.4882847419
339	0.4876875393
340	0.4873225911
341	0.4868245757
342	0.4858026744
343	0.4854943526
344	0.4849366941
345	0.4842953246
346	0.4835317519
347	0.4827832486
348	0.4818656928
349	0.4803886938
350	0.4795328878
351	0.4788580578
352	0.4779961328
353	0.4772159352
354	0.4762145897
355	0.4755859687
356	0.474783817
357	0.4740342586
358	0.4733310494
359	0.472704702
360	0.4721089665
361	0.4718190805
362	0.4709898202
363	0.470587784
364	0.4694730142
365	0.4691920617
366	0.4689188543
367	0.468249686
368	0.4676144923
369	0.4668647325
370	0.4661465158
371	0.4654932972
372	0.4650176074
373	0.4645913434
374	0.4640359342
375	0.4629118027
376	0.4626489279
377	0.4620924378
378	0.4618420424
379	0.4612680872
380	0.4601555062
381	0.4594893081
382	0.4582249347
383	0.4576755432
384	0.456843626
385	0.4560715017
386	0.4553348207
387	0.4547875743
388	0.4542057902
389	0.4537528781
390	0.4532825984
391	0.4527513091
392	0.4517955655
393	0.4511374337
394	0.4500952004
395	0.449611177
396	0.448862659
397	0.447978103
398	0.4473249483
399	0.4468401019
400	0.4462560106
401	0.4457315309
402	0.4451130391
403	0.4449015354
404	0.444278193
405	0.4437200908
406	0.4432370917
407	0.4425017096
408	0.442032298
409	0.4409748205
410	0.4404282837
411	0.4395483062
412	0.4391264726
413	0.4387360277
414	0.4380975461
415	0.4374502571
416	0.4371554067
417	0.4363407256
418	0.4360499448
419	0.4356179164
420	0.4350245618
421	0.4342457069
422	0.4339954297
423	0.4335961074
424	0.4330585851
425	0.432491357
426	0.4319742764
427	0.4313849157
428	0.4307486825
429	0.4301869895
430	0.429612155
431	0.4290698743
432	0.4286317683
433	0.4283118628
434	0.4276225762
435	0.4267479834
436	0.426079571
437	0.4256789364
438	0.4253998285
439	0.4248001655
440	0.4243574881
441	0.4239693472
442	0.4234547898
443	0.422962493
444	0.422700503
445	0.4221567834
446	0.4215342989
447	0.420909105
448	0.4205121922
449	0.4196991349
450	0.4191991573
451	0.4184342563
452	0.4178416288
453	0.4173630398
454	0.4165868176
455	0.4161353692
456	0.4154232754
457	0.4150165175
458	0.4143471484
459	0.4142034898
460	0.4137954684
461	0.4136624707
462	0.4132386728
463	0.4128077189
464	0.4121417514
465	0.4114934534
466	0.4110375544
467	0.4103196286
468	0.4100502773
469	0.409474296
470	0.4087949484
471	0.408459616
472	0.4083464727
473	0.4079453448
474	0.4077968927
475	0.4074084112
476	0.4067622869
477	0.4064126671
478	0.4060223082
479	0.4059164338
480	0.4056648415
481	0.4052735297
482	0.4049174157
483	0.4043511489
484	0.4038082588
485	0.4033232173
486	0.4031885416
487	0.4029100879
488	0.4024445433
489	0.4019247419
490	0.4013575754
491	0.4008776555
492	0.4003539421
493	0.399892406
494	0.3998839209
495	0.3994571296
496	0.3992536857
497	0.3986488913
498	0.3984010687
499	0.3980557618
500	0.3976345806
501	0.3971125149
502	0.3967553554
503	0.3961054356
504	0.3959332537
505	0.3958302168
506	0.3957398959
507	0.3952406737
508	0.3948230229
509	0.3945369737
510	0.3938943197
511	0.3935393693
512	0.3931204841
513	0.3927244405
514	0.3921983588
515	0.3915950828
516	0.390951045
517	0.3904334456
518	0.3900197183
519	0.3894717282
520	0.3889313028
521	0.3887550126
522	0.388389521
523	0.3881921917
524	0.388085016
525	0.387632008
526	0.3874037622
527	0.3871026436
528	0.3867196183
529	0.3862442
530	0.3858707305
531	0.3854436945
532	0.385043564
533	0.3849435521
534	0.3843936304
535	0.3840590641
536	0.3836723409
537	0.3834012565
538	0.3833887791
539	0.3830111125
540	0.382559664
541	0.3819411278
542	0.3814319203
543	0.3808773631
544	0.3804814987
545	0.3804408465
546	0.3799042119
547	0.3795354061
548	0.3793307526
549	0.379242772
550	0.3788455633
551	0.3785336639
552	0.3781739818
553	0.3778529729
554	0.3773547004
555	0.3771083462
556	0.3765624284
557	0.3759676627
558	0.3755609037
559	0.3752011897
560	0.3750927777
561	0.374628652
562	0.3742327088
563	0.3739252566
564	0.3735617587
565	0.3731329337
566	0.372788993
567	0.3723863698
568	0.3723045166
569	0.3719503234
570	0.3714453801
571	0.3712295714
572	0.370887786
573	0.3704127196
574	0.3701667212
575	0.3701063391
576	0.3696510444
577	0.3692172838
578	0.3689400722
579	0.3689037702
580	0.3686686737
581	0.3683453758
582	0.3680949509
583	0.3677552045
584	0.3674347408
585	0.3671051035
586	0.3666929847
587	0.3664512662
588	0.3661485241
589	0.3658938819
590	0.3656239983
591	0.3655065085
592	0.3652047226
593	0.364886527
594	0.3644295748
595	0.3642828161
596	0.3639301441
597	0.3635332313
598	0.3630257886
599	0.3628977897
600	0.3628874757
601	0.362522679
602	0.3622540064
603	0.3618553253
604	0.361469846
605	0.3611391972
606	0.360866317
607	0.3604908169
608	0.3601436312
609	0.3599088557
610	0.3595548953
611	0.3590369816
612	0.3586537052
613	0.3584846874
614	0.3580309572
615	0.3577045468
616	0.3574794988
617	0.3570992606
618	0.3568538674
619	0.3566345545
620	0.3563315801
621	0.3559937834
622	0.3555279381
623	0.3554929362
624	0.3552047569
625	0.354901239
626	0.3543776988
627	0.354113066
628	0.3535267586
629	0.3530467664
630	0.3528302657
631	0.3524318005
632	0.3521612516
633	0.3518515295
634	0.3516116435
635	0.3512420904
636	0.3511148461
637	0.3508183877
638	0.3505373101
639	0.3500587721
640	0.3496585536
641	0.349220548
642	0.349012922
643	0.3488122329
644	0.3485481659
645	0.3480645118
646	0.347584359
647	0.3472610584
648	0.3470523306
649	0.3468033233
650	0.3461012188
651	0.3457742328
652	0.3455136586
653	0.3451956949
654	0.3448623214
655	0.3446271861
656	0.3443498774
657	0.3440593115
658	0.343805542
659	0.3435427245
660	0.3433227645
661	0.3429600667
662	0.3426937
663	0.3422766863
664	0.3419704566
665	0.3415623526
666	0.3413475056
667	0.3408557932
668	0.3403982212
669	0.3400628717
670	0.3396787022
671	0.3392372584
672	0.3390501193
673	0.3387312073
674	0.3385630693
675	0.3382370399
676	0.3379462218
677	0.3376438489
678	0.3374813324
679	0.3372080463
680	0.336892259
681	0.3365776023
682	0.336205851
683	0.3358204344
684	0.3356922833
685	0.3355049296
686	0.3352315163
687	0.3350158765
688	0.3348609885
689	0.3346851442
690	0.3344176607
691	0.3342371861
692	0.3340352808
693	0.3335060415
694	0.3333339906
695	0.3328103854
696	0.3325588339
697	0.3323220819
698	0.3320246267
699	0.3318251574
700	0.3314343336
701	0.3311706807
702	0.3309008229
703	0.3307083834
704	0.3304175316
705	0.3302581445
706	0.3297909681
707	0.3293821514
708	0.3291865523
709	0.3288831279
710	0.328731565
711	0.3284791529
712	0.3281559304
713	0.327766832
714	0.3275100963
715	0.3271237194
716	0.3267736351
717	0.3264959397
718	0.3262897032
719	0.3259593792
720	0.32575271
721	0.3254933081
722	0.3253509807
723	0.3248790021
724	0.3246573658
725	0.3244931851
726	0.3241114153
727	0.3238186789
728	0.3234555885
729	0.3233473051
730	0.3231762798
731	0.3229593741
732	0.3227642646
733	0.3224547264
734	0.3221920092
735	0.3218026697
736	0.3214210194
737	0.3210828444
738	0.3209122457
739	0.3205899178
740	0.3204849524
741	0.320261196
742	0.3200374723
743	0.3198127779
744	0.3196188433
745	0.3193881758
746	0.3191381876
747	0.3189673204
748	0.3187060281
749	0.3184857086
750	0.3181432877
751	0.3177094288
752	0.3175175757
753	0.3171059845
754	0.3168688914
755	0.3167128831
756	0.3163069909
757	0.3159568099
758	0.3157644657
759	0.3154644129
760	0.3152017497
761	0.3150528973
762	0.3149086244
763	0.3145922713
764	0.3143723991
765	0.3141374508
766	0.3140666817
767	0.3137567944
768	0.3136250853
769	0.3136100829
770	0.3133948448
771	0.3131010344
772	0.3128896145
773	0.3128177915
774	0.3125239264
775	0.3124026383
776	0.3120382779
777	0.3117923763
778	0.311606062
779	0.3113232706
780	0.3112034102
781	0.3109833304
782	0.3108263196
783	0.310681372
784	0.3103811519
785	0.310073497
786	0.3098988618
787	0.3095485953
788	0.3092860083
789	0.3091328211
790	0.3089842811
791	0.3089179289
792	0.3086527285
793	0.3084477037
794	0.3084011052
795	0.3080927032
796	0.3079711009
797	0.307759247
798	0.3076897767
799	0.3073613661
800	0.3069965045
801	0.3067027231
802	0.30647995
803	0.3062772577
804	0.3059582991
805	0.3057879449
806	0.3055263714
807	0.3054134514
808	0.3051209849
809	0.3049623569
810	0.3048182167
811	0.3047524644
812	0.3046683277
813	0.3044868846
814	0.3043194239
815	0.3040326745
816	0.3037925617
817	0.3035926917
818	0.3033854547
819	0.3032254913
820	0.3030518858
821	0.3028886504
822	0.3026656819
823	0.3024041594
824	0.3020659588
825	0.301846059
826	0.301573199
827	0.3012735735
828	0.3012669987
829	0.3010246241
830	0.3008002941
831	0.30061024
832	0.3003600651
833	0.3001909463
834	0.3000662181
835	0.2998923299
836	0.299712955
837	0.299503732
838	0.2992081742
839	0.2989681077
840	0.2986609364
841	0.2984797545
842	0.2983613312
843	0.2981205753
844	0.2979159417
845	0.2976696388
846	0.2976633377
847	0.2974445273
848	0.2971254472
849	0.2969644073
850	0.2966748309
851	0.2964262648
852	0.2962562152
853	0.2961421612
854	0.2960104596
855	0.2957675683
856	0.2955732022
857	0.2953605594
858	0.2952563334
859	0.2950814124
860	0.2948987117
861	0.2947815388
862	0.2945427287
863	0.2944379576
864	0.2941493654
865	0.2938535887
866	0.293711133
867	0.2934252986
868	0.2932362652
869	0.2930359682
870	0.2929441418
871	0.2928486639
872	0.2926541877
873	0.2924586325
874	0.2923284857
875	0.2920156941
876	0.2918669295
877	0.2916363296
878	0.2914771243
879	0.2912265982
880	0.2909953659
881	0.2907376636
882	0.2904877614
883	0.290207933
884	0.2899262414
885	0.2897363466
886	0.2894037749
887	0.2891679807
888	0.2890652355
889	0.2887097036
890	0.288591938
891	0.2884127817
892	0.2883601504
893	0.2880697242
894	0.2879819922
895	0.2877891797
896	0.2876598324
897	0.2875336035
898	0.2873082421
899	0.2871209806
900	0.2869180959
901	0.2866697563
902	0.2865568843
903	0.2864064815
904	0.286279987
905	0.286007342
906	0.2858752759
907	0.2856414433
908	0.285434595
909	0.2853604651
910	0.2852597361
911	0.2851214499
912	0.2849765777
913	0.2847625018
914	0.2845528328
915	0.2843927926
916	0.284299654
917	0.2841955316
918	0.2841431035
919	0.2838320837
920	0.2835868807
921	0.2833595597
922	0.2831329877
923	0.2829725641
924	0.2828531581
925	0.2827453495
926	0.2826038764
927	0.2823881297
928	0.2821317086
929	0.2819430096
930	0.2816789756
931	0.2815834125
932	0.2814959498
933	0.2812357988
934	0.2809690571
935	0.2807243421
936	0.2804904882
937	0.2802580819
938	0.2800324224
939	0.2798188932
940	0.2796162453
941	0.27956753
942	0.2793618529
943	0.2790402954
944	0.2787610896
945	0.2785690065
946	0.2784024042
947	0.2782008864
948	0.2780185715
949	0.2778847714
950	0.2778252021
951	0.2776903542
952	0.2775342022
953	0.2773508787
954	0.2771613664
955	0.2770525003
956	0.276852183
957	0.2765974173
958	0.2764238376
959	0.2762755786
960	0.2760472243
961	0.2759242366
962	0.2756354993
963	0.2755570729
964	0.2753987048
965	0.2751807669
966	0.2750211581
967	0.2748837071
968	0.2746081284
969	0.2744906736
970	0.2742265569
971	0.2739991469
972	0.2739838462
973	0.273835269
974	0.2737753022
975	0.2736211104
976	0.2734321672
977	0.2731792731
978	0.2730210129
979	0.2729206007
980	0.2728195869
981	0.2726125839
982	0.2724567415
983	0.2721319183
984	0.2719695661
985	0.2717545295
986	0.2715114777
987	0.2714281441
988	0.271245206
989	0.2710255209
990	0.2709453444
991	0.2707372882
992	0.2705599218
993	0.2702763865
994	0.270060277
995	0.2698662131
996	0.2698543262
997	0.2697223964
998	0.269593371
999	0.2694333364
