price_cr,area_sqm,bhk,bathroom,balcony,addl_room,sector,landmark_count,has_hospital_or_clinic,has_police_stn,has_fire_stn,has_mall,has_market,has_park,has_bank_or_atm,has_institute,has_airport,has_rly_stn,has_metro_stn,has_expy,has_petrol_pump,has_hotel,has_temple_or_church,has_famous_chowk,has_club,has_stadium,has_restro_cafe,area_type,floor_rise,age,society,city
2.21,198.07,3,3,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,low,new,dlf the ultima,gurgaon
1.48,176.52,3,3,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,emaar palm gardens,gurgaon
0.98,119.19,2,3,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,experion the heartsong,gurgaon
2.04,172.06,3,3,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,low,new,shapoorji pallonji joyville gurugram,gurgaon
1.5,237.83,4,5,3,1,85,15,1,0,0,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,super built up,mid,new,orris aster court premier,gurgaon
1.49,237.83,4,5,3,1,85,15,1,0,0,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,super built up,high,new,orris aster court premier,gurgaon
1.2,196.95,3,4,2,1,85,15,1,0,0,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,super built up,mid,new,orris aster court premier,gurgaon
0.86,181.16,3,4,3,1,90,10,1,0,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,shree vardhman flora,gurgaon
0.9,183.48,4,4,3,0,85,8,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,super built up,high,old,orris carnation residency,gurgaon
2.0,182.55,3,4,3,1,95,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,super built up,mid,new,saan verdante,gurgaon
1.85,186.74,4,4,2,0,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
2.65,227.61,3,4,3,1,104,13,1,0,0,1,0,3,0,3,1,1,1,1,0,1,0,0,0,0,0,super built up,high,new,puri emerald bay,gurgaon
1.5,153.29,3,3,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,emaar gurgaon greens,gurgaon
1.75,162.12,3,3,3,1,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,new,ats kocoon,gurgaon
1.32,144.0,2,2,2,0,104,13,1,0,0,1,0,3,0,3,1,1,1,1,0,1,0,0,0,0,0,super built up,high,new,puri emerald bay,gurgaon
0.8,122.63,2,2,2,1,83,15,4,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,super built up,high,old,vatika city homes,gurgaon
1.2,163.32,3,2,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,experion the heartsong,gurgaon
6.5,402.92,4,4,3,1,62,12,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,low,old,pioneer urban presidia,gurgaon
1.17,163.51,3,4,3,1,106,11,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,super built up,high,new,paras dews,gurgaon
1.15,176.52,3,4,3,1,106,11,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,super built up,mid,new,paras dews,gurgaon
2.48,205.97,3,3,3,1,113,8,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,la vida by tata housing,gurgaon
1.35,139.35,3,3,3,1,56,46,5,0,0,0,1,2,13,0,0,0,3,0,1,0,2,1,0,0,4,super built up,mid,old,shri banke bihari society,gurgaon
1.15,123.1,2,2,3,1,103,15,1,0,0,1,1,1,0,3,1,1,1,2,0,1,0,0,0,0,0,super built up,high,new,indiabulls centrum park,gurgaon
2.95,186.08,3,4,2,0,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,new,sobha city,gurgaon
3.4,219.07,3,4,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,high,new,m3m merlin,gurgaon
2.8,190.27,3,3,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,low,new,m3m merlin,gurgaon
2.15,194.63,3,4,3,1,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,new,ats kocoon,gurgaon
1.76,157.19,3,3,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,low,new,shapoorji pallonji joyville gurugram,gurgaon
3.45,274.06,4,5,3,1,111,10,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,super built up,high,new,puri diplomatic greens,gurgaon
3.3,311.23,4,5,3,1,110,15,1,0,0,1,1,0,0,3,1,1,1,2,0,0,0,0,0,0,0,super built up,mid,new,indiabulls enigma,gurgaon
1.75,212.75,3,4,3,1,104,13,1,0,0,1,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,super built up,high,new,ats triumph,gurgaon
2.78,292.64,4,4,3,1,104,13,1,0,0,1,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,super built up,high,new,ats triumph,gurgaon
1.42,218.79,4,6,3,1,106,11,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,super built up,high,new,paras dews,gurgaon
2.4,200.86,4,4,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,high,new,shapoorji pallonji joyville gurugram,gurgaon
2.28,258.18,4,5,3,0,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,experion the heartsong,gurgaon
1.9,128.3,2,2,2,0,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,new,sobha city,gurgaon
3.25,192.5,3,3,3,0,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,new,sobha city,gurgaon
1.6,236.44,3,3,3,1,109,12,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
4.45,603.87,4,5,3,0,104,13,1,0,0,1,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,carpet,high,new,ats triumph,gurgaon
0.82,126.91,2,2,3,0,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,m3m woodshire,gurgaon
0.5,59.92,3,2,2,1,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,mid,new,signature global solera,gurgaon
0.52,59.92,3,2,2,1,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,mid,new,signature global solera,gurgaon
0.28,45.43,2,2,2,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,mid,new,signature global solera,gurgaon
0.29,45.43,2,2,2,0,107,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,carpet,low,new,signature global solera,gurgaon
0.97,97.55,2,2,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,carpet,high,new,experion the heartsong,gurgaon
0.8,126.91,2,2,3,0,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,m3m woodshire,gurgaon
1.45,153.29,3,3,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,emaar gurgaon greens,gurgaon
0.55,78.97,3,2,1,0,110,24,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,carpet,low,new,laxmi apartment,gurgaon
1.1,144.0,2,2,3,1,99,15,2,0,0,1,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,pareena coban residences,gurgaon
1.4,137.87,2,2,2,1,67,12,0,0,0,1,0,1,0,2,1,0,1,0,0,2,0,0,0,0,0,super built up,high,new,ireo the corridors,gurgaon
1.42,146.6,3,3,2,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
2.95,239.32,4,5,3,1,82,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,dlf the primus,gurgaon
2.6,226.78,2,2,3,0,112,8,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,experion windchants,gurgaon
1.1,163.7,3,3,3,0,103,12,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,super built up,mid,new,ansal housing highland park,gurgaon
0.75,126.91,2,2,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,m3m woodshire,gurgaon
1.3,180.51,3,3,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,m3m woodshire,gurgaon
1.49,219.34,3,4,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,m3m woodshire,gurgaon
1.19,151.25,2,2,3,1,88,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,godrej oasis,gurgaon
1.15,150.13,2,2,3,1,88,7,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,godrej oasis,gurgaon
0.99,184.97,3,4,3,1,103,15,1,0,0,1,1,2,0,3,1,1,2,2,0,0,0,1,0,0,0,super built up,low,new,satya the hermitage,gurgaon
0.78,115.66,2,2,2,1,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,super built up,low,new,vatika gurgaon 21,gurgaon
1.15,183.95,3,3,2,1,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,super built up,low,new,vatika gurgaon 21,gurgaon
2.2,199.65,3,4,3,1,102,15,0,0,0,2,0,1,0,2,1,1,1,1,0,1,0,0,0,1,0,super built up,high,new,conscient heritage max,gurgaon
1.55,185.81,3,3,3,1,54,47,6,0,0,0,1,1,13,0,0,0,4,0,1,0,2,1,0,0,4,super built up,low,old,shree arihant apartment,gurgaon
1.55,146.6,3,3,2,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
0.9,139.35,3,2,3,0,69,42,12,0,0,0,2,3,11,0,0,0,0,0,0,0,1,0,1,0,0,super built up,low,new,tulip white,gurgaon
0.9,194.07,3,3,3,1,1,10,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,carpet,mid,old,denso haryana housing society,manesar
0.85,199.74,3,3,3,1,1,26,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,2,super built up,mid,old,the nav manesar apartment,gurgaon
3.0,223.25,3,3,3,1,60,7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,super built up,mid,new,ireo skyon,gurgaon
2.12,126.81,2,2,2,1,60,7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,super built up,low,new,ireo skyon,gurgaon
1.05,169.27,3,3,3,0,77,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,umang winter hills,gurgaon
1.65,223.71,3,4,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.5,182.37,3,3,3,1,84,10,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,alpha corp gurgaonone 84,gurgaon
3.4,219.07,3,4,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,high,new,m3m merlin,gurgaon
3.5,219.07,3,4,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,high,new,m3m merlin,gurgaon
3.15,227.8,3,4,3,1,67,11,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,ireo victory valley,gurgaon
5.25,239.23,4,4,3,1,54,7,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,old,dlf the icon,gurgaon
2.78,190.17,3,3,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,mid,new,m3m merlin,gurgaon
0.72,179.77,3,3,3,1,92,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,ansal heights,gurgaon
1.55,185.81,3,3,3,1,56,46,5,0,0,0,1,2,14,0,0,0,3,0,1,0,2,1,0,0,4,super built up,mid,old,professors enclave cghs,gurgaon
1.5,130.06,3,3,3,1,43,48,4,0,0,0,1,1,9,1,0,0,2,0,1,0,0,1,0,0,4,super built up,mid,old,ansal maple heights,gurgaon
3.05,221.57,3,4,2,1,67,11,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,ireo victory valley,gurgaon
3.83,201.04,3,4,2,1,58,13,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,ireo the grand arch,gurgaon
2.25,189.34,3,3,2,1,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,m3m skywalk,gurgaon
1.4,181.16,4,4,3,1,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,carpet,high,new,vatika gurgaon 21,gurgaon
3.75,260.31,3,5,3,1,112,8,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,experion windchants,gurgaon
1.51,183.58,3,3,3,1,70,14,6,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,super built up,mid,new,capital residences 360,gurgaon
2.7,214.14,3,3,3,1,48,15,2,1,0,2,0,1,2,3,1,0,1,0,1,0,1,0,0,0,0,super built up,mid,new,bestech park view city,gurgaon
3.35,250.09,4,4,3,1,113,8,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,carpet,high,new,la vida by tata housing,gurgaon
1.5,146.6,3,3,2,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
2.2,247.12,3,4,3,1,81,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,bestech park view grand spa,gurgaon
2.55,211.17,4,4,3,0,82,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,dlf the primus,gurgaon
0.45,55.56,2,2,2,1,81,10,1,0,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,carpet,mid,new,signature global synera,gurgaon
1.18,161.19,3,3,2,0,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,super built up,high,new,vatika gurgaon 21,gurgaon
0.85,117.99,2,2,3,0,84,10,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,alpha corp gurgaonone 84,gurgaon
1.49,182.37,3,3,3,1,84,10,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,alpha corp gurgaonone 84,gurgaon
6.5,314.94,4,5,3,1,53,15,0,0,0,1,0,1,0,2,1,0,1,0,0,0,0,0,2,0,0,super built up,high,new,parsvnath exotica,gurgaon
1.18,210.52,4,4,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,high,new,sare homes,gurgaon
0.8,141.49,3,3,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,mid,new,sare homes,gurgaon
1.42,222.04,4,4,3,1,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,super built up,mid,new,vatika gurgaon 21,gurgaon
5.0,301.56,3,3,3,1,65,9,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,super built up,low,new,m3m golfestate,gurgaon
1.72,179.21,3,3,1,1,86,10,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,dlf the skycourt,gurgaon
1.95,130.06,3,3,3,1,65,10,1,0,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,emaar emerald hills,gurgaon
0.75,124.49,3,3,3,1,83,15,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,mapsko paradise,gurgaon
1.72,203.55,3,3,3,1,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,bptp terra,gurgaon
2.5,297.1,4,5,3,1,102,11,1,0,0,1,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,adani m2k oyster grande,gurgaon
1.7,188.13,3,4,3,1,102,10,1,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,1,0,super built up,high,new,emaar imperial gardens,gurgaon
1.14,124.12,2,2,2,1,50,7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,super built up,high,old,unitech fresco,gurgaon
1.35,124.95,3,3,3,1,43,45,4,0,0,0,2,0,13,1,0,0,1,0,1,0,2,0,0,0,1,super built up,low,old,ansal maple crescent,gurgaon
0.27,41.62,2,2,1,0,99,8,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,carpet,high,new,prime habitat,gurgaon
1.4,218.88,4,4,3,1,86,15,2,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,super built up,high,new,dlf new town heights 2,gurgaon
1.25,179.3,3,4,3,1,86,15,2,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,super built up,low,new,dlf new town heights 2,gurgaon
1.18,161.74,2,2,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.1,152.36,2,2,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.21,180.51,3,3,3,0,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,old,m3m woodshire,gurgaon
3.45,315.87,4,4,3,1,110,15,1,0,0,1,1,0,0,3,1,1,1,2,0,0,0,0,0,0,0,super built up,high,old,indiabulls enigma,gurgaon
1.95,172.06,3,3,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,high,new,shapoorji pallonji joyville gurugram,gurgaon
3.65,274.06,4,5,3,1,111,10,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,super built up,high,old,puri diplomatic greens,gurgaon
2.3,165.09,3,3,3,1,28,47,6,0,0,0,1,0,12,0,0,0,2,0,0,0,3,0,0,0,5,built up,mid,old,dlf regency park 2,gurgaon
3.4,204.39,3,4,3,1,66,14,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,super built up,high,new,emaar mgf the palm drive,gurgaon
1.14,162.67,3,3,3,0,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,eldeco accolade,sohna
0.96,135.36,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,eldeco accolade,sohna
3.05,249.91,3,4,3,1,113,8,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,low,new,la vida by tata housing,gurgaon
2.35,205.97,3,4,3,1,113,8,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,low,new,la vida by tata housing,gurgaon
1.05,144.0,2,2,3,1,99,15,2,0,0,1,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,pareena coban residences,gurgaon
1.02,144.0,2,2,3,1,99,15,2,0,0,1,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,pareena coban residences,gurgaon
1.08,185.53,3,5,3,1,99,15,2,0,0,1,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,pareena coban residences,gurgaon
1.75,146.79,2,2,2,1,113,12,1,0,0,1,0,1,0,3,1,0,2,2,0,0,0,0,0,0,0,super built up,high,new,tata gurgaon gateway,gurgaon
2.45,206.71,3,3,3,0,113,12,1,0,0,1,0,1,0,3,1,0,2,2,0,0,0,0,0,0,0,super built up,high,new,tata gurgaon gateway,gurgaon
6.0,609.91,5,6,3,0,113,12,1,0,0,1,0,1,0,3,1,0,2,2,0,0,0,0,0,0,0,carpet,high,old,tata gurgaon gateway,gurgaon
1.68,162.12,3,3,3,0,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,new,ats kocoon,gurgaon
1.26,112.88,2,2,2,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,high,new,shapoorji pallonji joyville gurugram,gurgaon
1.82,180.42,3,4,3,1,102,15,0,0,0,2,0,1,0,2,1,1,1,1,0,1,0,0,0,1,0,super built up,high,new,conscient heritage max,gurgaon
2.58,204.39,3,4,2,1,111,10,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,super built up,high,new,puri diplomatic greens,gurgaon
1.75,146.14,2,2,3,1,113,8,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,la vida by tata housing,gurgaon
2.6,158.96,3,3,2,0,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,new,sobha city,gurgaon
2.9,186.08,3,4,2,0,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,new,sobha city,gurgaon
1.4,219.34,3,4,3,1,107,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,m3m woodshire,gurgaon
2.95,292.64,4,5,3,1,109,11,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,super built up,high,new,ats tourmaline,gurgaon
2.25,240.15,3,4,3,1,109,11,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,super built up,high,new,ats tourmaline,gurgaon
1.4,162.58,3,3,3,0,109,11,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,super built up,high,new,ats tourmaline,gurgaon
1.26,174.66,3,2,3,0,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
1.7,183.02,4,4,1,0,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
1.43,146.6,3,3,2,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,tulip violet,gurgaon
1.3,145.67,3,3,1,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
1.32,145.67,3,3,1,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
2.0,186.74,4,4,2,0,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,tulip violet,gurgaon
1.43,149.39,3,3,2,1,69,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,tulip violet,gurgaon
3.46,266.82,4,4,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,dlf the ultima,gurgaon
2.25,198.07,3,3,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,mid,new,dlf the ultima,gurgaon
1.7,162.12,3,3,3,0,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,old,ats kocoon,gurgaon
1.8,236.44,3,3,3,0,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
1.35,174.66,3,2,3,0,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
5.4,276.76,3,4,3,1,65,9,1,0,0,1,0,1,0,2,1,0,1,0,0,1,0,1,0,0,0,super built up,high,old,m3m golfestate,gurgaon
1.55,195.1,3,3,3,1,54,43,5,0,0,0,1,0,12,0,0,0,2,0,1,0,3,1,0,0,3,super built up,low,old,shree arihant apartment,gurgaon
1.6,156.26,2,2,2,0,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,m3m skywalk,gurgaon
2.09,222.97,4,4,3,1,56,46,5,0,0,0,1,2,14,0,0,0,3,0,1,0,2,1,0,0,4,super built up,mid,new,the lions cghs,gurgaon
1.75,204.39,3,3,3,1,54,43,5,0,0,0,1,2,14,4,0,0,3,0,1,0,2,1,0,0,4,super built up,mid,old,sunischit apartments,gurgaon
1.38,159.79,3,3,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,emaar palm gardens,gurgaon
2.25,153.29,3,3,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,super built up,low,new,emaar mgf emerald floors premier,gurgaon
2.4,195.38,3,4,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,dlf the ultima,gurgaon
1.72,176.52,3,3,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,emaar palm gardens,gurgaon
0.88,172.24,3,4,3,1,78,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,super built up,high,old,umang monsoon breeze,gurgaon
3.15,348.39,5,7,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,emaar palm gardens,gurgaon
1.72,168.25,3,3,3,1,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,bptp terra,gurgaon
1.47,131.46,2,2,3,0,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,m3m skywalk,gurgaon
1.1,167.41,3,4,3,1,71,15,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,super built up,low,old,chd avenue 71,gurgaon
1.32,203.74,4,4,3,1,71,15,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,super built up,high,old,chd avenue 71,gurgaon
1.3,218.32,4,4,3,1,71,15,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,super built up,mid,old,chd avenue 71,gurgaon
1.35,218.32,4,4,3,1,71,15,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,super built up,high,old,chd avenue 71,gurgaon
3.0,256.78,4,4,3,1,66,15,2,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,super built up,low,new,bptp mansions park prime,gurgaon
