price_cr,area_sqm,bhk,bathroom,balcony,addl_room,sector,landmark_count,has_hospital_or_clinic,has_police_stn,has_fire_stn,has_mall,has_market,has_park,has_bank_or_atm,has_institute,has_airport,has_rly_stn,has_metro_stn,has_expy,has_petrol_pump,has_hotel,has_temple_or_church,has_famous_chowk,has_club,has_stadium,has_restro_cafe,area_type,floor_rise,age,society,city
10.0,378.3,4,5,3,1,54,9,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,super built up,high,old,dlf the belaire,gurgaon
6.2,249.44,3,4,3,1,28,11,2,0,0,2,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,super built up,high,new,suncity platinum towers,gurgaon
1.75,176.52,3,3,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,emaar palm gardens,gurgaon
2.4,198.07,3,3,2,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,dlf the ultima,gurgaon
1.75,176.52,3,3,3,1,83,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,emaar palm gardens,gurgaon
1.4,210.15,3,4,2,1,80,10,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,super built up,mid,old,godrej frontier,gurgaon
0.24,427.038,2,2,1,1,95,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carpet,high,new,ramsons kshitij,gurgaon
0.17,298.4,1,1,1,0,95,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,carpet,high,new,ramsons kshitij,gurgaon
0.31,564.7909999999999,2,2,1,1,95,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,carpet,low,new,ramsons kshitij,gurgaon
0.33,510.196,2,2,1,0,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.38,598.4069999999999,3,2,1,0,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.21,319.596,1,1,1,0,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.2,34.01,1,1,1,0,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
1.2,150.5,3,3,3,1,71,15,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,2,0,0,0,super built up,mid,new,chd avenue 71,gurgaon
1.26,112.88,2,2,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,mid,new,shapoorji pallonji joyville gurugram,gurgaon
1.34,166.3,3,3,3,1,103,15,1,0,0,1,1,1,0,3,1,1,1,2,0,1,0,0,0,0,0,super built up,high,new,indiabulls centrum park,gurgaon
2.5,292.64,4,4,3,1,104,13,1,0,0,1,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,super built up,high,new,ats triumph,gurgaon
3.7,274.06,4,5,3,1,111,10,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,super built up,high,new,puri diplomatic greens,gurgaon
0.6,139.35,3,2,2,0,1,11,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,super built up,mid,old,hsiidc sidco shivalik apartments,manesar
2.2,319.03,4,4,3,1,84,10,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,alpha corp gurgaonone 84,gurgaon
7.0,278.71,4,6,3,1,54,9,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,super built up,high,old,dlf the belaire,gurgaon
2.6,292.64,4,4,3,1,104,13,1,0,0,1,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,super built up,high,new,ats triumph,gurgaon
5.8,281.03,3,4,3,1,59,15,1,0,0,1,0,1,1,2,1,0,2,0,0,0,0,0,1,0,0,carpet,high,new,mahindra luminare,gurgaon
1.8,181.16,3,3,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,high,new,shree vardhman victoria,gurgaon
1.4,132.29,2,2,2,0,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,m3m skywalk,gurgaon
2.05,261.24,4,4,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,mid,new,ss the leaf,gurgaon
1.17,161.74,2,3,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.58,179.21,3,3,1,1,86,10,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,dlf the skycourt,gurgaon
1.25,158.12,3,3,3,1,90,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,dlf regal gardens,gurgaon
0.37,59.84,3,2,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,mid,new,rof ananda,gurgaon
0.38,59.84,3,2,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,low,new,rof ananda,gurgaon
0.32,51.02,2,2,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.32,51.02,2,2,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.2,34.01,1,1,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,high,new,rof ananda,gurgaon
0.2,34.01,1,1,1,1,95,14,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,carpet,low,new,rof ananda,gurgaon
1.22,213.68,3,5,3,1,82,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,mapsko royale ville,gurgaon
1.35,178.19,3,3,3,1,84,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,spaze privy at4,gurgaon
0.55,59.37,2,2,1,0,71,15,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,super built up,mid,new,signature andour heights,gurgaon
1.12,194.17,4,4,2,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,high,new,sare homes,gurgaon
1.1,191.1,4,4,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,mid,new,sare homes,gurgaon
0.68,120.59,3,3,2,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,high,new,sare homes,gurgaon
1.19,211.82,4,3,3,1,92,8,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,carpet,high,new,sare homes,gurgaon
0.47,58.71,2,2,1,1,102,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,super built up,mid,new,suncity avenue 102,gurgaon
2.95,292.64,4,4,3,1,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,built up,mid,new,ats kocoon,gurgaon
0.98,145.39,2,2,3,1,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
1.55,178.37,3,4,3,1,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
1.01,131.46,2,2,3,0,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
1.51,178.37,3,4,3,1,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
1.4,165.37,3,3,3,0,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
1.59,178.37,3,4,3,1,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,high,old,bestech park view residency,gurgaon
0.56,60.48,1,2,2,0,2,10,1,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,mid,old,bestech park view residency,gurgaon
2.0,199.65,3,4,3,1,102,15,0,0,0,2,0,1,0,2,1,1,1,1,0,1,0,0,0,1,0,super built up,high,new,conscient heritage max,gurgaon
1.35,153.29,3,4,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,emaar gurgaon greens,gurgaon
1.9,253.35,3,3,3,1,102,10,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,super built up,low,new,bptp amstoria,gurgaon
1.7,180.42,3,4,3,1,102,15,0,0,0,2,0,1,0,2,1,1,1,1,0,1,0,0,0,1,0,super built up,high,new,conscient heritage max,gurgaon
1.15,163.51,3,3,3,1,106,11,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,super built up,high,new,paras dews,gurgaon
1.1,175.59,3,3,3,0,84,13,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,super built up,high,old,ss the coralwood,gurgaon
1.3,153.29,3,3,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,emaar gurgaon greens,gurgaon
4.85,266.07,4,5,3,1,58,13,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,carpet,high,new,ireo the grand arch,gurgaon
2.2,127.74,2,2,1,1,58,13,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,carpet,mid,new,ireo the grand arch,gurgaon
1.25,163.32,3,3,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,low,new,experion the heartsong,gurgaon
1.55,186.08,3,3,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,experion the heartsong,gurgaon
1.9,172.06,3,3,3,1,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,high,new,shapoorji pallonji joyville gurugram,gurgaon
1.6,185.34,3,4,3,1,92,11,1,0,0,1,0,1,0,3,1,0,0,2,0,1,0,0,0,0,0,super built up,high,new,bestech park view sanskruti,gurgaon
3.0,195.1,4,5,3,1,66,14,1,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,0,super built up,high,new,emaar mgf the palm drive,gurgaon
2.2,127.74,2,2,2,0,58,13,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,mid,new,ireo the grand arch,gurgaon
5.2,450.39,4,6,3,1,112,8,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,experion windchants,gurgaon
2.35,165.09,3,4,3,1,28,47,6,0,0,0,1,0,12,0,0,0,2,0,0,0,3,0,0,0,5,super built up,high,old,dlf regency park 2,gurgaon
2.77,183.48,4,4,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,emaar mgf emerald floors premier,gurgaon
2.7,153.29,3,3,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,carpet,mid,new,emaar mgf emerald floors premier,gurgaon
2.35,153.29,3,3,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,emaar mgf emerald floors premier,gurgaon
2.79,183.48,4,4,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,emaar mgf emerald floors premier,gurgaon
2.3,153.29,3,4,3,1,65,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,emaar mgf emerald floors premier,gurgaon
2.1,222.97,3,4,3,1,56,47,7,0,0,0,1,0,13,0,0,0,4,0,1,0,2,1,0,0,4,super built up,high,old,the lions cghs,gurgaon
1.35,120.77,3,2,2,1,56,47,6,0,0,0,1,1,13,0,0,0,4,0,1,0,2,1,0,0,4,super built up,low,old,rail vihar cghs,gurgaon
2.23,227.61,3,4,3,1,104,13,1,0,0,1,0,3,0,3,1,1,1,1,0,1,0,0,0,0,0,super built up,high,new,puri emerald bay,gurgaon
2.08,244.43,4,4,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,built up,low,new,experion the heartsong,gurgaon
1.3,163.32,3,3,3,1,108,9,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,experion the heartsong,gurgaon
0.48,58.71,2,2,1,1,102,12,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,super built up,mid,new,suncity avenue 102,gurgaon
2.33,158.96,3,3,3,1,108,13,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,built up,high,new,sobha city,gurgaon
1.75,225.75,3,3,3,1,48,45,12,0,0,0,2,3,11,0,0,0,0,0,1,0,1,0,1,0,0,super built up,mid,old,parsvnath green ville,gurgaon
1.6,177.44,3,3,3,1,48,44,14,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,super built up,high,old,parsvnath green ville,gurgaon
1.5,158.59,3,3,3,0,48,44,14,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,super built up,low,old,parsvnath green ville,gurgaon
1.9,167.69,3,3,3,1,49,13,3,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,super built up,low,old,orchid petals,gurgaon
3.7,260.13,4,5,3,1,60,7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,ireo skyon,gurgaon
3.75,260.13,4,5,3,1,60,7,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,super built up,high,new,ireo skyon,gurgaon
3.4,219.07,3,4,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,high,new,m3m merlin,gurgaon
2.2,194.63,3,4,3,1,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,new,ats kocoon,gurgaon
0.83,115.66,2,2,2,1,83,10,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,super built up,high,new,vatika gurgaon 21,gurgaon
1.45,153.29,3,3,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,emaar gurgaon greens,gurgaon
1.77,169.73,3,3,3,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,low,new,shapoorji pallonji joyville gurugram,gurgaon
0.97,85.01,2,2,2,0,102,13,1,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,super built up,high,new,shapoorji pallonji joyville gurugram,gurgaon
2.35,241.36,3,3,3,1,102,11,1,0,0,1,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,adani m2k oyster grande,gurgaon
1.9,175.49,3,4,3,1,102,11,1,0,0,1,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,adani m2k oyster grande,gurgaon
0.43,46.54,2,2,1,1,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,mid,new,pyramid urban homes 2,gurgaon
1.62,181.16,3,5,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,high,new,shree vardhman victoria,gurgaon
1.93,223.71,3,4,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,mid,new,ss the leaf,gurgaon
1.99,223.71,3,4,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.23,125.42,2,2,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,low,new,shree vardhman victoria,gurgaon
1.63,181.16,3,5,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,high,new,shree vardhman victoria,gurgaon
1.64,181.16,3,5,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,low,new,shree vardhman victoria,gurgaon
1.25,125.42,2,2,3,1,70,15,2,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,super built up,low,new,shree vardhman victoria,gurgaon
1.9,283.82,4,4,3,1,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
1.2,174.66,3,2,2,0,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
1.63,236.44,3,3,2,1,109,11,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,super built up,high,new,sbtl caladium,gurgaon
1.23,162.02,3,3,2,1,90,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,dlf regal gardens,gurgaon
0.43,46.54,2,2,1,1,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,mid,new,pyramid urban homes 2,gurgaon
1.07,152.36,2,2,3,1,85,13,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,1,0,super built up,high,new,ss the leaf,gurgaon
1.73,237.83,4,5,3,1,85,15,1,0,0,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,super built up,high,new,orris aster court premier,gurgaon
1.45,196.95,3,4,2,1,85,15,1,0,0,1,0,0,0,6,1,0,1,0,0,0,0,1,0,0,0,super built up,low,new,orris aster court premier,gurgaon
1.87,167.13,3,3,3,1,82,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,super built up,high,old,dlf the primus,gurgaon
1.85,168.9,3,3,3,1,82,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,super built up,high,old,dlf the primus,gurgaon
1.75,205.78,4,4,3,1,90,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,low,new,dlf regal gardens,gurgaon
1.23,137.5,2,2,3,1,86,10,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,microtek greenburg,gurgaon
1.25,137.5,2,2,3,1,86,10,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,super built up,high,old,microtek greenburg,gurgaon
5.6,450.39,4,6,3,1,112,8,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,super built up,high,new,experion windchants,gurgaon
1.45,168.15,3,3,3,1,81,9,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,super built up,high,new,bestech park view ananda,gurgaon
2.7,239.32,4,4,3,1,82,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,super built up,high,old,dlf the primus,gurgaon
0.42,46.54,2,2,1,1,86,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,carpet,low,new,pyramid urban homes 2,gurgaon
3.45,259.39,4,4,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,old,dlf the ultima,gurgaon
3.25,255.76,4,4,3,1,81,9,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,high,old,dlf the ultima,gurgaon
0.35,85.94,2,2,1,0,37,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,apex our homes,gurgaon
0.33,85.94,2,2,1,0,37,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,super built up,low,new,apex our homes,gurgaon
1.1,167.23,3,3,3,0,37,10,0,0,0,1,1,1,0,2,1,0,0,2,0,1,0,0,0,0,0,super built up,mid,new,ramprastha primera,gurgaon
1.08,167.23,3,3,3,0,37,10,0,0,0,1,1,1,0,2,1,0,0,2,0,1,0,0,0,0,0,super built up,high,new,ramprastha primera,gurgaon
1.4,168.25,3,3,3,0,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,mid,new,bptp terra,gurgaon
1.65,203.55,4,3,3,0,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,mid,new,bptp terra,gurgaon
1.67,203.55,4,4,3,0,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,bptp terra,gurgaon
1.45,168.25,3,3,3,0,37,11,1,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,bptp terra,gurgaon
2.61,241.36,3,3,3,1,102,11,1,0,0,1,0,2,0,4,1,0,0,1,0,1,0,0,0,0,0,super built up,high,new,adani m2k oyster grande,gurgaon
1.32,157.47,3,3,3,1,103,15,1,0,0,1,1,1,0,3,1,1,1,2,0,1,0,0,0,0,0,super built up,mid,new,indiabulls centrum park,gurgaon
1.45,153.29,3,3,3,1,102,10,1,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,emaar gurgaon greens,gurgaon
0.28,453.46899999999994,1,1,2,1,33,7,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,carpet,low,new,signature the serenas,sohna
0.73,117.43,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,eldeco accolade,sohna
0.71,135.36,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,eldeco accolade,sohna
0.66,117.43,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,eldeco accolade,sohna
0.9,133.69,3,3,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.78,112.41,3,3,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.7,107.12,3,3,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.53,78.5,2,2,2,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.52,76.37,2,2,2,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.91,133.69,3,3,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.53,76.37,2,2,2,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
1.2,161.19,3,4,3,0,37,13,0,0,0,1,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,super built up,high,new,corona optus,gurgaon
1.22,163.97,3,4,3,0,37,13,0,0,0,1,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,super built up,mid,new,corona optus,gurgaon
1.4,184.88,3,3,3,1,37,13,0,0,0,1,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,super built up,mid,new,corona optus,gurgaon
0.73,117.89,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,eldeco accolade,sohna
0.72,135.36,2,2,3,1,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,eldeco accolade,sohna
0.72,117.43,2,2,3,0,33,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,carpet,high,new,eldeco accolade,sohna
0.72,112.41,2,2,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,low,new,signature global park,sohna
0.54,78.5,2,2,2,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,mid,new,signature global park,sohna
0.67,112.41,2,2,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,mid,new,signature global park,sohna
0.78,112.41,3,3,3,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,carpet,low,new,signature global park,sohna
0.65,107.12,2,2,2,1,33,8,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,super built up,low,new,signature global park,sohna
3.5,274.06,4,5,3,1,111,10,1,0,0,1,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,super built up,high,new,puri diplomatic greens,gurgaon
4.85,346.62,4,4,3,1,66,15,2,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,ireo uptown,gurgaon
1.9,253.35,4,4,3,1,90,6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,super built up,high,new,dlf new town heights 1,gurgaon
1.56,185.53,3,5,3,1,99,15,2,0,0,1,2,1,3,4,1,0,0,0,0,1,0,0,0,0,0,super built up,mid,new,pareena coban residences,gurgaon
4.0,269.88,4,5,3,1,72,10,1,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,super built up,high,new,tata primanti,gurgaon
3.0,190.17,3,3,3,1,67,10,1,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,super built up,mid,new,m3m merlin,gurgaon
3.3,199.28,3,3,3,1,72,10,1,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,super built up,high,new,tata primanti,gurgaon
2.1,178.37,3,4,2,1,66,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,emaar mgf the enclave,gurgaon
1.9,178.37,3,4,2,1,66,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,super built up,high,new,emaar mgf the enclave,gurgaon
2.4,170.66,3,2,3,1,66,15,2,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0,super built up,mid,new,ireo uptown,gurgaon
1.52,130.06,2,2,3,1,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,mid,new,m3m skywalk,gurgaon
1.48,130.06,2,2,3,1,74,7,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,super built up,high,new,m3m skywalk,gurgaon
2.29,247.12,3,4,3,1,81,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,super built up,high,new,bestech park view grand spa,gurgaon
4.0,201.04,3,4,3,1,58,13,1,0,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,super built up,mid,old,ireo the grand arch,gurgaon
3.6,315.87,4,5,3,1,110,15,1,0,0,1,1,0,0,3,1,1,1,2,0,0,0,0,0,0,0,super built up,mid,new,indiabulls enigma,gurgaon
1.38,132.85,3,3,2,0,2,11,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,super built up,low,new,suncity vatsal valley,gurgaon
2.2,194.63,3,4,3,1,109,15,0,0,0,0,1,0,3,3,1,0,0,0,1,0,1,0,1,1,0,super built up,high,new,ats kocoon,gurgaon
