iter	RMSE
658	780.021157
659	780.0172042
660	780.0140276
661	780.010715
662	779.9992403
663	779.9716733
664	779.9627851
665	779.9373406
666	779.9242777
667	779.8710126
668	779.8407832
669	779.837256
670	779.8132909
671	779.7894217
672	779.7697717
673	779.7616034
674	779.7498206
675	779.7468395
676	779.6923492
677	779.6846213
678	779.6686667
679	779.6592042
680	779.6069813
681	779.5902965
682	779.5831686
683	779.5762645
684	779.5647554
685	779.5401268
686	779.5312006
687	779.5246246
688	779.5226023
689	779.5016384
690	779.4793857
691	779.4731042
692	779.4211168
693	779.3942934
694	779.3882063
695	779.3640756
696	779.3149532
697	779.2941912
698	779.2453129
699	779.2396306
700	779.2166607
701	779.1889708
702	779.1733693
703	779.1677235
704	779.1381799
705	779.1349012
706	779.1174605
707	779.1119997
708	779.0653199
709	779.0634241
710	779.0602728
711	779.0573917
712	779.0252651
713	779.0108522
714	779.0056968
715	778.9991172
716	778.9915652
717	778.9797364
718	778.9626933
719	778.9534712
720	778.9502408
721	778.9413826
722	778.9367908
723	778.8915889
724	778.8831171
725	778.8749425
726	778.8638429
727	778.8500176
728	778.8470788
729	778.8448424
730	778.8385257
731	778.7950141
732	778.7889707
733	778.7653814
734	778.7628462
735	778.7608181
736	778.7488321
737	778.7307894
738	778.7248364
739	778.7231927
740	778.7206696
741	778.6788111
742	778.6772225
743	778.6747556
744	778.6697838
745	778.6674094
746	778.6418814
747	778.6256711
748	778.6109736
749	778.6057249
750	778.5890603
751	778.5864435
752	778.5808131
753	778.5669661
754	778.5500798
755	778.5426231
756	778.5181349
757	778.5103859
758	778.5089081
759	778.4642513
760	778.4208866
761	778.4137521
762	778.3985499
763	778.3970892
764	778.3951286
765	778.3937893
766	778.3924862
767	778.3882117
768	778.3777865
769	778.3757548
770	778.3687742
771	778.3656249
772	778.3593975
773	778.3581168
774	778.356807
775	778.3526309
776	778.3505206
777	778.342026
778	778.32022
779	778.2820533
780	778.2796445
781	778.2784228
782	778.2578217
783	778.2557316
784	778.2545115
785	778.2493196
786	778.2302613
787	778.2291864
788	778.2196827
789	778.2185894
790	778.2126502
791	778.2070121
792	778.187327
793	778.1788174
794	778.1727215
795	778.1690522
796	778.1591492
797	778.1401813
798	778.1046175
799	778.0945967
800	778.0872991
801	778.0854239
802	778.0823225
803	778.049182
804	778.0391426
805	778.0364648
806	777.9999768
807	777.991517
808	777.9897787
809	777.9805587
810	777.9762616
811	777.966974
812	777.9652342
813	777.9482085
814	777.9441966
815	777.9356115
816	777.9273041
817	777.9260467
818	777.9239551
819	777.9198711
820	777.916112
821	777.9149089
822	777.912906
823	777.9115245
824	777.9096948
825	777.9055523
826	777.9005923
827	777.8958506
828	777.874594
829	777.8726911
830	777.8708806
831	777.868776
832	777.8655708
833	777.838052
834	777.8372471
835	777.835851
836	777.8236366
837	777.7936301
838	777.779836
839	777.7784278
840	777.7770479
841	777.7684281
842	777.766636
843	777.7584565
844	777.7451477
845	777.7407249
846	777.7257978
847	777.7211153
848	777.7164344
849	777.7021051
850	777.6733946
851	777.6724615
852	777.6706195
853	777.6659999
854	777.663894
855	777.6563559
856	777.6470019
857	777.6219514
858	777.6077235
859	777.6069691
860	777.6026265
861	777.5979668
862	777.5967059
863	777.5920113
864	777.5787167
865	777.5716382
866	777.5677176
867	777.5648027
868	777.5580841
869	777.5514709
870	777.5508604
871	777.5493888
872	777.5484274
873	777.5436748
874	777.5419757
875	777.5392163
876	777.5383774
877	777.5360077
878	777.5234264
879	777.51625
880	777.5122859
881	777.4886334
882	777.482438
883	777.479527
884	777.4753173
885	777.466412
886	777.4639418
887	777.4624708
888	777.4578413
889	777.4539426
890	777.4334537
891	777.4259834
892	777.4254926
893	777.4191859
894	777.4174862
895	777.3944463
896	777.3923114
897	777.3911299
898	777.3888278
899	777.3853858
900	777.3739143
901	777.3726535
902	777.36885
903	777.3661767
904	777.3655886
905	777.3441673
906	777.3408375
907	777.3306179
908	777.3205302
909	777.3171535
910	777.3165866
911	777.2955396
912	777.2919648
913	777.2914442
914	777.2867828
915	777.2813633
916	777.2801191
917	777.2768434
918	777.2746626
919	777.2740622
920	777.2726753
921	777.2715189
922	777.2511361
923	777.24044
924	777.2359728
925	777.2348659
926	777.2340088
927	777.2159804
928	777.2117479
929	777.209487
930	777.2081906
931	777.2075056
932	777.1971826
933	777.1946199
934	777.1894361
935	777.1820431
936	777.1794136
937	777.1684103
938	777.1659831
939	777.1488906
940	777.1483314
941	777.1461164
942	777.1413914
943	777.1407498
944	777.1359202
945	777.1171249
946	777.115678
947	777.1138242
948	777.1100774
949	777.1008984
950	777.0996517
951	777.0991729
952	777.088713
953	777.0706797
954	777.0680906
955	777.0665052
956	777.0660367
957	777.0602178
958	777.0426256
959	777.0395645
960	777.0339797
961	777.0310624
962	777.0302613
963	777.0233142
964	777.0205804
965	777.0196449
966	777.017912
967	777.0172799
968	777.0107681
969	776.9954603
970	776.9931468
971	776.9818668
972	776.9725713
973	776.9720149
974	776.9675945
975	776.9660092
976	776.9655224
977	776.9606152
978	776.9585114
979	776.9576924
980	776.9560072
981	776.9514675
982	776.9464517
983	776.9459888
984	776.9288371
985	776.9232897
986	776.9226323
987	776.9136798
988	776.9113685
989	776.9101952
990	776.9074886
991	776.9047661
992	776.903913
993	776.9027833
994	776.8992456
995	776.8978158
996	776.8908321
997	776.8896334
998	776.8705329
999	776.8670428
