area_sqm,bedroom,bathroom,balcony,addl_room,sector,landmark_count,has_hospital_or_clinic,has_police_stn,has_fire_stn,has_mall,has_market,has_park,has_bank_or_atm,has_institute,has_airport,has_rly_stn,has_metro_stn,has_expy,has_petrol_pump,has_hotel,has_temple_or_church,has_famous_chowk,has_club,has_stadium,has_restro_cafe,area_type,floor_rise,age,society,city,price_cr
143.91,3.0,3.0,2.0,1.0,sector 61,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,low,new,smart world orchard,gurgaon,2.9120000000000004
51.1,2.0,2.0,1.0,1.0,sector 99,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,mid,new,prime habitat,gurgaon,0.338
69.68,2.0,2.0,2.0,0.0,sector 37,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,mid,new,apex builders,gurgaon,0.546
150.04,3.0,3.0,3.0,0.0,sector 111,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,built up,mid,new,m3m the tree of life,gurgaon,3.055
126.35,2.0,2.0,3.0,0.0,sector 81,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,bestech park view ananda,gurgaon,1.131
179.21,3.0,3.0,1.0,1.0,sector 86,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,dlf the skycourt,gurgaon,2.08
163.97,4.0,4.0,2.0,0.0,sector 37,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,built up,mid,under construction,ild greens,gurgaon,1.027
292.64,4.0,4.0,3.0,1.0,sector 104,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,super built up,high,new,ats triumph,gurgaon,3.419
202.16,3.0,3.0,3.0,1.0,sector 78,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,old,umang monsoon breeze,gurgaon,1.495
185.81,3.0,4.0,3.0,1.0,sector 56,45.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,super built up,mid,old,kiran residency,gurgaon,2.002
210.61,3.0,3.0,1.0,1.0,sector 109,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,carpet,mid,new,brisk lumbini terrace homes,gurgaon,1.95
181.16,3.0,3.0,3.0,0.0,sector 68,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,m3m ikonic,gurgaon,2.314
179.21,3.0,3.0,3.0,1.0,sector 86,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,dlf the skycourt,gurgaon,2.002
92.9,2.0,2.0,2.0,0.0,sector 36,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,avl 36 gurgaon,gurgaon,0.975
130.06,2.0,2.0,1.0,0.0,sector 74,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,new,m3m skywalk,gurgaon,1.95
154.22,3.0,2.0,2.0,0.0,sector 1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,old,dnha group housing society,manesar,0.975
234.77,3.0,3.0,3.0,1.0,sector 67,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,ireo victory valley,gurgaon,3.887000000000001
153.01,3.0,3.0,3.0,1.0,sector 104,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,super built up,high,new,godrej summit,gurgaon,1.6900000000000002
27.99,1.0,2.0,2.0,0.0,sector 104,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,zara aavaas,gurgaon,0.286
126.35,2.0,2.0,1.0,0.0,sector 86,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,built up,low,new,ansal heights 86,gurgaon,0.8320000000000001
148.64,3.0,3.0,3.0,1.0,sector 62,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,mid aged,emaar digihomes,gurgaon,5.525
121.24,3.0,3.0,2.0,0.0,sector 37,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,carpet,low,mid aged,signature global city 37d ph 2,gurgaon,1.3910000000000002
240.43,3.0,3.0,3.0,1.0,sector 1,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,super built up,high,old,hsiidc sidco aravali,manesar,1.183
120.77,2.0,2.0,3.0,1.0,sector 90,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,shree vardhman flora,gurgaon,0.8320000000000001
295.9,4.0,5.0,2.0,1.0,sector 81,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,bestech park view grand spa,gurgaon,3.783
126.16,2.0,2.0,2.0,0.0,sector 65,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,built up,high,under construction,m3m heights,gurgaon,2.47
69.21,2.0,1.0,3.0,0.0,sector 33,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,signature global park,sohna,0.7020000000000001
163.51,3.0,4.0,3.0,1.0,sector 106,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,paras dews,gurgaon,1.495
63.82,2.0,2.0,1.0,0.0,sector 99,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,prime habitat,gurgaon,0.416
92.9,2.0,2.0,3.0,0.0,sector 92,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,low,old,sare crescent parc,gurgaon,0.65
153.29,3.0,3.0,3.0,1.0,sector 102,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,emaar gurgaon greens,gurgaon,1.6900000000000002
164.62,2.0,2.0,3.0,1.0,sector 85,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,super built up,high,new,ss the leaf,gurgaon,1.586
144.84,2.0,2.0,3.0,1.0,sector 79,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,super built up,mid,new,godrej 101,gurgaon,1.729
205.78,4.0,4.0,3.0,0.0,sector 90,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,old,dlf regal gardens,gurgaon,2.3400000000000003
251.21,4.0,4.0,2.0,1.0,sector 54,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,super built up,high,old,dlf park place,gurgaon,8.775
192.31,3.0,4.0,3.0,1.0,sector 49,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,super built up,high,new,orchid petals,gurgaon,3.315
204.39,3.0,4.0,3.0,1.0,sector 66,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,super built up,mid,new,emaar mgf the palm drive,gurgaon,4.55
178.84,3.0,3.0,3.0,1.0,sector 70,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,built up,low,new,bptp astaire gardens,gurgaon,2.3400000000000003
195.38,3.0,4.0,3.0,1.0,sector 81,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,dlf the ultima,gurgaon,3.12
158.21,3.0,3.0,3.0,1.0,sector 90,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,dlf regal gardens,gurgaon,1.625
126.35,2.0,2.0,1.0,0.0,sector 86,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,ansal heights 86,gurgaon,0.8710000000000001
44.04,1.0,1.0,1.0,0.0,sector 33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built up,low,new,hcbs sports ville,sohna,0.26
432.0,4.0,4.0,3.0,0.0,sector 102,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,adani m2k oyster grande,gurgaon,5.915
99.87,2.0,2.0,2.0,1.0,sector 81,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,low,mid aged,signature global city 81,gurgaon,1.157
278.71,4.0,5.0,3.0,1.0,sector 111,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,puri diplomatic greens,gurgaon,5.07
30.19,1.0,1.0,2.0,0.0,sector 71,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,low,new,signature andour heights,gurgaon,0.507
198.07,3.0,3.0,3.0,1.0,sector 81,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,dlf the ultima,gurgaon,2.9250000000000003
168.25,3.0,3.0,3.0,0.0,sector 37,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,bptp terra,gurgaon,1.885
346.62,4.0,4.0,3.0,1.0,sector 66,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,ireo uptown,gurgaon,6.305
180.51,3.0,3.0,3.0,0.0,sector 107,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,old,m3m woodshire,gurgaon,1.573
145.67,3.0,3.0,1.0,0.0,sector 69,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,tulip violet,gurgaon,1.82
178.37,3.0,4.0,3.0,1.0,sector 2,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,old,bestech park view residency,gurgaon,2.015
111.48,2.0,2.0,0.0,0.0,sector 71,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,built up,mid,under construction,chd avenue 71,gurgaon,1.235
88.26,2.0,2.0,1.0,0.0,sector 4,48.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,carpet,mid,new,shri ram apartments,gurgaon,0.4679999999999999
183.48,4.0,4.0,3.0,1.0,sector 65,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,low,new,emaar mgf emerald floors premier,gurgaon,3.575
126.35,2.0,2.0,0.0,0.0,sector 86,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,built up,low,under construction,ansal height 86,gurgaon,1.04
186.74,4.0,4.0,2.0,1.0,sector 69,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,tulip violet,gurgaon,2.21
203.55,4.0,3.0,3.0,0.0,sector 37,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,bptp terra,gurgaon,2.145
125.42,2.0,2.0,3.0,1.0,sector 90,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,shree vardhman flora,gurgaon,0.8450000000000001
88.26,2.0,2.0,1.0,0.0,sector 4,48.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,carpet,mid,new,shri ram apartments,gurgaon,0.416
151.43,3.0,4.0,2.0,0.0,sector 92,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,low,mid aged,dlf garden city floors,gurgaon,2.21
202.16,3.0,3.0,3.0,1.0,sector 78,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,old,umang monsoon breeze,gurgaon,1.495
44.76,2.0,2.0,1.0,0.0,sector 33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,carpet,low,new,mvn athens,sohna,0.338
36.6,1.0,1.0,1.0,0.0,sector 33,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,carpet,low,new,breez global heights,sohna,0.273
35.3,1.0,1.0,1.0,0.0,sector 95,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,carpet,high,new,rof ananda,gurgaon,0.338
65.03,2.0,2.0,2.0,1.0,sector 67,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,new,pyramid urban,gurgaon,0.7280000000000001
128.21,2.0,2.0,2.0,0.0,sector 33,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,under construction,godrej nature plus,sohna,1.4300000000000002
153.29,3.0,4.0,3.0,1.0,sector 65,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,emaar mgf emerald floors premier,gurgaon,2.99
205.97,3.0,4.0,3.0,1.0,sector 113,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,built up,mid,new,la vida by tata housing,gurgaon,3.51
229.47,4.0,4.0,3.0,1.0,sector 25,43.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,carpet,low,old,dlf belvedere towers,gurgaon,4.42
261.24,4.0,5.0,3.0,0.0,sector 85,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,super built up,mid,new,ss the leaf,gurgaon,2.8600000000000003
222.97,4.0,4.0,3.0,1.0,sector 56,47.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,super built up,mid,old,the lions cghs,gurgaon,2.587
163.51,3.0,4.0,3.0,1.0,sector 106,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,paras dews,gurgaon,1.521
348.39,5.0,7.0,3.0,1.0,sector 83,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,emaar palm gardens,gurgaon,4.095
56.67,1.0,2.0,1.0,0.0,sector 56,45.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,carpet,low,old,kendriya vihar,gurgaon,0.7150000000000001
62.34,1.0,2.0,2.0,0.0,sector 49,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,low,under construction,satya element one,gurgaon,1.222
215.54,3.0,3.0,3.0,1.0,sector 91,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,high,new,tarc maceo,gurgaon,2.3400000000000003
191.94,3.0,3.0,3.0,1.0,sector 88,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,mid,new,godrej oasis,gurgaon,1.7939999999999998
168.25,3.0,3.0,3.0,1.0,sector 37,11.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,bptp terra,gurgaon,1.95
52.86,2.0,2.0,2.0,0.0,sector 95,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,signature the roselia,gurgaon,0.5850000000000001
90.12,3.0,2.0,2.0,0.0,sector 70,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,low,old,tulip orange,gurgaon,1.3
162.67,3.0,3.0,3.0,0.0,sector 33,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,eldeco accolade,sohna,1.6900000000000002
120.31,2.0,2.0,3.0,1.0,sector 79,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,super built up,high,new,supertech araville,gurgaon,1.014
53.88,2.0,2.0,1.0,0.0,sector 33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,carpet,mid,new,hcbs sports ville,sohna,0.416
199.74,3.0,3.0,3.0,1.0,sector 79,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,mid,new,bestech altura,gurgaon,2.405
103.12,2.0,2.0,3.0,1.0,sector 89,14.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,smart world gems,gurgaon,1.3
219.07,3.0,4.0,3.0,1.0,sector 67,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,super built up,high,new,m3m merlin,gurgaon,4.407
115.66,2.0,2.0,3.0,0.0,sector 68,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,super built up,high,new,pareena mi casa,gurgaon,1.4300000000000002
311.69,3.0,4.0,2.0,0.0,sector 65,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,built up,high,under construction,m3m golfestate,gurgaon,7.995000000000001
78.97,3.0,2.0,1.0,0.0,sector 110,24.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,carpet,low,new,laxmi apartment,gurgaon,0.7150000000000001
222.97,4.0,5.0,3.0,1.0,sector 70,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,low,new,tulip ivory,gurgaon,2.6
181.16,3.0,3.0,2.0,1.0,sector 66,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,super built up,high,new,emaar mgf the palm drive,gurgaon,3.64
162.58,3.0,3.0,3.0,1.0,sector 109,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,super built up,high,new,ats tourmaline,gurgaon,1.82
212.75,3.0,4.0,3.0,1.0,sector 104,13.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,carpet,high,new,ats triumph,gurgaon,2.99
58.16,2.0,2.0,1.0,0.0,sector 90,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,super built up,high,new,green court,gurgaon,0.52
48.22,2.0,2.0,1.0,0.0,sector 33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,carpet,mid,new,hcbs sports ville,sohna,0.377
138.89,3.0,2.0,3.0,1.0,sector 92,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,carpet,low,new,signature global city 92,gurgaon,1.287
204.39,3.0,4.0,3.0,0.0,sector 66,44.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,built up,low,new,emaar the palm drive,gurgaon,5.07
128.3,2.0,2.0,2.0,0.0,sector 108,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,super built up,low,mid aged,sobha city,gurgaon,2.7300000000000004
153.29,3.0,3.0,3.0,1.0,sector 65,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,super built up,low,new,emaar mgf emerald floors premier,gurgaon,3.25
609.91,5.0,6.0,3.0,0.0,sector 113,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,old,tata gurgaon gateway,gurgaon,7.800000000000001
120.59,3.0,3.0,2.0,1.0,sector 92,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,carpet,high,new,sare homes,gurgaon,0.8840000000000001
247.12,3.0,4.0,3.0,1.0,sector 81,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,super built up,high,new,bestech park view grand spa,gurgaon,2.8600000000000003
212.47,3.0,3.0,3.0,1.0,sector 1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,super built up,mid,old,green campus chs,manesar,1.1700000000000002
